Name,X,Y,POP,NMV,SUM
Velika Bukovica,45.54583,14.22389,193,481,6
Spodnja Dobrava,46.3,14.23333,47,481,7
Mosnje,46.33481,14.2109,391,481,27
Mala Gora,45.69083,14.86833,8,482,2
Gorenji Vrh pri Dobrnicu,45.87939,15.01782,45,482,2
Trebence,46.14334,13.98771,95,483,7
Mozjanca,46.3,14.45,54,483,8
Loka,46.34377,14.28834,354,483,49
Gornji Zemon,45.53444,14.28167,122,484,2
Dolenje pri Jelsanah,45.50667,14.26528,207,484,4
Nemska Vas,45.71722,14.74528,246,484,7
Volca,46.13333,14.18333,110,485,4
Dolenja Vas,45.70611,14.75444,731,485,7
Podlesje,46.16193,15.37753,58,485,8
Gornje Lozine,45.69222,14.80167,140,485,14
Mozelj,45.58639,14.93333,197,486,2
Podmilj,46.17679,14.84395,53,486,19
Gornja Vas,46.36162,15.35475,56,486,21
Kacice-Pared,45.64528,13.96861,113,486,25
Zvarulje,46.15288,14.86339,74,487,2
Bodesce,46.34711,14.14254,163,487,3
Kuk,46.1957,13.93859,30,487,4
Brezovica,46.3,14.21667,157,487,7
Trebija,46.09806,14.10278,194,487,40
Narin,45.64222,14.19583,221,488,2
Brezje,46.32897,14.23229,513,488,2
Preddvor,46.3025,14.42306,837,488,8
Podobeno,46.14336,14.18836,52,489,9
Cusperk,45.88772,14.69942,222,489,14
Radovljica,46.34444,14.17444,5940,489,123
Klinja Vas,45.66611,14.86611,241,490,3
Mala Ilova Gora,45.88667,14.73417,76,490,4
Col,45.87583,14.005,496,490,8
Zgornja Bela,46.3,14.4,317,490,11
Vrabce,45.77639,13.95944,50,491,4
Gorica Vas,45.73,14.73889,398,491,7
Njivica,46.2673,14.24107,31,491,10
Ribnica,45.63222,14.16528,14,492,6
Hrpelje,45.60722,13.94278,792,492,8
Kozji Vrh,46.59617,15.29512,62,492,16
Motnik,46.21528,14.89111,168,492,24
Krize,46.01667,15.56667,134,493,22
Grcarevec,45.87528,14.21333,206,493,28
Knape,46.21834,14.25085,78,494,4
Vecje Brdo,46.12632,15.38557,69,494,7
Vrcice,45.65,15.15,45,494,24
Retnje,46.33436,14.28975,296,494,33
Kozina,45.61,13.93556,544,494,47
Ribnica,45.73861,14.7275,3604,495,10
Lesce,46.36111,14.15778,2835,495,112
Sela pri Ajdovcu,45.81516,15.02615,7,496,2
Kneza,46.16944,13.835,206,496,4
Breg pri Ribnici na Dol.,45.75078,14.71413,287,496,10
Hrase,46.16667,14.45,422,496,18
Reka,46.12167,13.92639,79,496,20
Podpec,45.83917,14.685,142,497,1
Dolenja Vas pri Polici,45.99402,14.68996,87,497,2
Brise,46.15399,14.89641,121,497,2
Zvirce,46.33167,14.28111,389,497,25
Bohinjska Bela,46.34889,14.06389,546,497,28
Soze,45.53812,14.20521,31,498,2
Stjak,45.79556,13.9075,59,498,4
Brezje pri Dobjem,46.1248,15.39596,80,498,7
Loke pri Planini,46.11423,15.43123,96,498,9
Crnivec,46.3348,14.22045,244,498,57
Kriz,45.96667,15.25,105,499,5
Lepence,46.28278,13.97266,33,499,16
Rajndol,45.56694,14.94861,49,500,2
Jezerce pri Dobjem,46.14917,15.39583,65,500,16
Kalce,45.89556,14.19361,529,500,61
Logje,46.23528,13.4375,59,501,2
Skocjan,45.88481,14.63139,89,501,12
Planinski Vrh,46.11651,15.44607,55,502,3
Razguri,45.78161,13.93728,38,502,4
Podklanec,46.00822,14.12762,16,502,5
Preski Vrh,46.52758,14.97126,184,502,5
Gorenje,45.67076,14.85535,379,503,1
Podmelec,46.16667,13.81667,86,503,4
Kamnik pod Krimom,45.94659,14.40642,921,503,9
Jelsane,45.50278,14.27167,325,503,15
Primoz,45.97025,15.29811,30,504,1
Gradisce pri Stjaku,45.79222,13.9295,2,504,8
Tublje pri Hrpeljah,45.595,13.97222,129,504,8
Novokracine,45.49361,14.31083,222,504,8
Lipa,46.36819,15.35148,66,504,11
Olesce,46.16167,15.30556,261,505,2
Lokovica,46.55429,14.84523,152,505,3
Raduse,46.48333,15.06667,225,505,4
Bled,46.36917,14.11361,5181,505,95
Kred,46.25039,13.51257,124,506,6
Gric,45.75652,14.70988,349,506,10
Lovnik,46.28227,15.55785,34,507,2
Ples,45.76806,14.87611,16,508,6
Harije,45.55278,14.19611,275,508,12
Pirsevo,46.22459,14.70711,32,509,4
Podgorje ob Sevnicni,46.06667,15.35,127,509,4
Prusnja Vas,45.8345,15.48204,47,510,2
Velika Ilova Gora,45.89972,14.73583,68,510,2
Metni Vrh,46.04091,15.31289,183,510,4
Polajna,46.37092,15.34428,53,510,13
Dol,46.28699,14.7892,31,510,36
Podgozd,45.92992,14.53732,100,511,2
Velike Lipljene,45.9057,14.64041,141,511,6
Trstenik,46.31833,14.37,375,511,6
Trebelno,45.91667,15.15,99,511,7
Pluzna,46.33632,13.51962,54,511,15
Bitnje,46.28327,13.95859,82,511,16
Savica,46.27296,13.92579,68,511,19
Javornik,46.23333,14.3,65,513,2
Vace,46.12,14.83917,361,513,2
Rozice,45.58917,13.99111,59,513,8
Male Lasce,45.84279,14.63069,281,513,10
Spitalic,46.2175,14.84444,185,513,36
Hrastnik pri Trojanah,46.18215,14.90407,52,514,7
Lese,46.35426,14.25573,212,514,9
Rasica,45.855,14.62639,267,514,14
Kamnje,46.27332,13.91667,223,514,19
Zlebic,45.76528,14.69306,228,514,23
Bohinjska Bistrica,46.27216,13.9535,1799,514,28
Jelenk,46.1835,14.91508,29,515,2
Hudajuzna,46.16667,13.91667,101,515,4
Vinska Gorica,46.33051,15.23315,168,515,7
Materija,45.58139,13.99667,66,515,8
Senicno,46.33053,14.31888,287,516,3
Paka,46.4,15.28333,259,516,4
Hrib pri Hinjah,45.76667,14.885,22,516,6
Luce,46.35611,14.74667,413,516,20
Studeno,46.21925,14.18072,179,516,21
Vodriz,46.44953,15.0971,105,517,4
Hlebce,46.36465,14.17753,277,518,2
Laze v Tuhinju,46.21944,14.76111,278,518,12
Velika Dobrava,45.9575,14.78056,131,519,1
Vranke,46.17323,14.82141,15,519,8
Unec,45.81556,14.29389,524,519,10
Spodnji Otok,46.34535,14.21378,111,519,30
Mali Otok,45.78139,14.17778,79,519,39
Trzic,46.36357,14.31046,3865,519,55
Presecno,46.13333,15.43333,90,520,2
Zgornja Dobrava,46.31264,14.20703,159,520,6
Gornji Dolic,46.42333,15.18444,502,520,53
Mlaka,46.3569,14.23657,28,521,6
Podgorje,45.52917,13.95278,162,521,12
Vrba,46.38333,14.15,203,521,31
Mala Breza,46.15768,15.32638,216,522,5
Sedlo,46.25472,13.44083,81,523,4
Selo,46.06667,14.1,298,523,20
Polana,46.085,15.28556,193,524,1
Sentrupert,46.17143,15.3494,377,524,6
Vinja Vas,45.73265,15.22085,126,524,21
Sentjost nad Horjulom,46.03333,14.23333,378,525,5
Rakitnik,45.74694,14.19417,161,525,20
Stalcerji,45.57028,14.87222,183,526,6
Rakitovec,45.46917,13.97083,127,526,10
Rakek,45.81333,14.31111,2152,526,27
Bistrica pri Trzicu,46.35472,14.29167,2996,526,89
Rove,46.16017,14.98298,187,527,4
Repce,45.89067,15.01294,96,528,2
Zabava,46.1426,14.89009,55,528,4
Ostenk,46.16651,15.06956,218,528,4
Krize,46.34278,14.30139,898,528,6
Zaplana - Del,45.95001,14.20583,67,528,9
Ivanje Selo,45.83472,14.29833,228,528,12
Smiklavz,46.45,15.13333,143,528,30
Gradisce,45.92215,14.5874,752,528,50
Velike Vrhe,45.915,14.76556,47,530,1
Zlogona Vas,46.39869,15.47193,53,530,4
Javornik,46.19167,15.32972,159,530,6
Rogacice,45.97191,15.28402,45,531,2
Dolenja Vas,45.73361,14.01278,163,531,2
Prestranek,45.73033,14.18622,708,531,20
Laski Rovt,46.2672,13.90231,41,531,78
Zamostec,45.75833,14.64778,227,532,4
Lopaca,46.12552,15.47742,139,532,9
Kamna Gorica,46.31667,14.2,563,532,12
Smokuc,46.38555,14.16466,527,533,18
Vrh nad Zelimljami,45.91056,14.59028,290,533,36
Ravenska Vas,46.12701,15.01509,246,534,2
Kolk,46.10186,14.92891,44,534,3
Bistra,45.93627,14.33005,46,534,4
Predstruge,45.86523,14.67341,264,534,17
Matenja Vas,45.74056,14.19056,353,534,20
Zapuze,46.36373,14.19129,403,534,27
Zgornji Otok,46.35287,14.21173,64,535,1
Zajelsje,45.56194,14.15889,53,535,2
Dolenji Novaki,46.15,14.03333,201,535,6
Stara Vas,45.76056,14.21222,108,535,9
Zabukovje nad Sevnico,46.055,15.3675,181,535,10
Kolovrat,46.17056,14.87417,143,536,3
Dolga Brda,46.55975,14.86544,335,536,4
Vinice,45.75492,14.6696,97,536,6
Koce,45.72333,14.17778,245,536,7
Turje,46.12939,15.1548,281,537,1
Velike Gorelce,46.11425,15.31041,64,537,2
Zgornja Lipnica,46.32525,14.17753,168,537,6
Velike Lasce,45.83222,14.63639,729,537,9
Ukanc,46.27925,13.83093,44,537,30
,46.27469,14.74917,633,538,46
Kilovce,45.61944,14.18635,52,539,2
Morava,45.55111,14.8625,132,539,4
Dilce,45.76834,14.13643,143,540,42
Rudnica,46.14944,15.5375,27,541,1
Selnik,45.90031,14.56018,21,541,2
Ratecevo Brdo,45.61854,14.203,33,541,2
Suho,46.14587,15.39596,61,541,4
Novi Lazi,45.57222,14.8475,127,541,4
Breznica,46.39385,14.15409,470,541,9
Novi Svet,45.90306,14.145,110,541,12
Kovor,46.35,14.28333,788,541,12
Veliki Otok,45.78297,14.19914,157,541,60
Zlakova,46.38667,15.40417,147,542,1
Vrhtrebnje,45.89215,15.00025,85,542,2
Sodrazica,45.76111,14.63556,832,542,2
Nova Sela,45.50528,14.88806,28,542,4
Lehen na Pohorju,46.55,15.31667,183,542,8
Breg,46.4,14.13333,670,542,37
Hrusevje,45.76056,14.10639,248,542,43
Slovenski Javornik,46.42611,14.08722,2002,542,141
Kaptol,45.53394,14.86012,15,543,4
Parje,45.66259,14.21717,110,543,16
Potoce,45.72361,14.02028,49,544,2
Tirna,46.1,14.9,167,544,4
Zegar,46.1334,15.45453,123,544,6
Slavina,45.71139,14.17972,221,544,8
Tisovec,45.82167,14.77194,35,545,1
Rzise,46.16778,14.96111,102,545,2
Zagon,45.79333,14.17639,194,545,3
Prezid,45.95361,14.22063,102,546,3
Palovice,46.35629,14.24854,67,546,6
Selce,45.70282,14.18944,243,546,20
Petelinje,45.68981,14.19605,292,546,20
Hotedrsica,45.93028,14.14222,598,546,30
Vrh nad Laskim,46.12908,15.28201,134,547,1
Zgosa,46.36785,14.1973,372,547,39
Senbric,46.38059,15.1326,158,548,57
Postojna,45.77435,14.21528,9183,548,64
Zgornja Orlica,46.55381,15.2593,89,549,10
Poznica,46.18078,15.28589,58,550,2
Jerinov Gric,45.9525,14.23,56,550,8
Pivka,45.68292,14.19588,2088,550,30
Kriska Vas,45.94111,14.73639,266,551,4
Klenik,45.6789,14.22112,178,551,5
Turjak,45.87889,14.61528,189,551,14
Smoleva,46.20944,14.16318,56,551,20
Senozeti,46.11018,14.92368,22,552,4
Lipce,46.41747,14.09473,240,552,64
Jakovce,45.76755,13.96313,23,553,2
Sv. Danijel,46.58333,15.08333,482,553,5
Lipsenj,45.75167,14.42611,135,554,6
Grgarske Ravne,46.03194,13.6725,122,554,15
Pecice,46.01667,15.58333,108,555,5
Police,46.12778,13.90139,20,557,16
Gradisce-K. O. Grad. In Polj.,45.98359,14.90973,86,558,1
Gorenje Jezero,45.72806,14.41028,99,558,6
Gora pri Pecah,46.13333,14.8,135,558,7
Na Logu,46.13438,14.21507,136,558,19
Podstudenec,46.26276,14.64994,108,559,13
Hrasce,45.7775,14.14917,429,559,42
Srobotnik pri Vel. Lascah,45.82574,14.64731,54,560,8
Jesenice,46.43056,14.06694,13440,560,205
Blejska Dobrava,46.4,14.1,962,561,1
Bukovica pri Litiji,46.04339,14.91853,31,561,2
Veliko Polje,45.76778,13.97583,66,561,2
Borjana,46.25917,13.4775,142,561,4
Kocevska Reka,45.57639,14.79694,272,562,6
Ravne pri Mlinsah,46.13508,14.90024,62,563,1
Javorje,46.16067,14.1966,186,563,1
Tominje,45.56111,14.175,107,563,2
Nova Vas,45.92544,14.7443,64,563,4
Zerovnica,45.7575,14.42528,202,563,6
Dobje pri Planini,46.13747,15.39412,116,563,13
Trojane,46.18833,14.88306,107,563,20
Martinjak,45.775,14.40333,316,563,26
V Zideh,46.18821,14.89522,53,564,4
Drskovce,45.65083,14.22278,105,564,14
Zapotok,45.76083,14.67278,181,565,4
Svibno,46.06556,15.09722,163,565,12
Cerknica,45.79306,14.3625,3928,565,25
,46.52846,14.89385,586,566,1
Sentjanz nad Storami,46.20032,15.32188,215,566,3
Laznica,46.14926,13.98063,48,566,8
Jamnik,46.26667,14.21667,40,566,13
Podhom,46.38803,14.09173,329,566,35
Mala Brda,45.7678,14.09733,52,566,42
Brebovnica,46.06454,14.17604,126,567,2
Lacna Gora,46.39965,15.44734,174,567,3
Ucak,46.18795,14.86385,37,567,20
Podskrajnik,45.79826,14.33291,85,567,20
Baselj,46.31667,14.4,422,568,5
Podcerkev,45.70578,14.44541,124,568,6
Zakriz,46.13667,13.97278,178,568,6
Belsko,45.81611,14.15361,207,568,8
Grahovo,45.76917,14.42222,482,568,13
Vodice,45.88456,14.66986,14,569,2
Sevlje,46.20759,14.24977,221,569,4
Ljubnica,46.39111,15.32333,300,569,11
Pristava,46.34898,14.30026,911,569,43
Studeno,45.82306,14.17722,298,570,3
Briga,45.51997,14.86334,15,570,4
Zagorje,45.63972,14.22444,351,570,14
Sojek,46.32277,15.3676,111,571,2
Cirkuse v Tuhinju,46.21839,14.78608,73,572,24
Skorno pri Sostanju,46.37733,15.01082,383,573,2
Malo Ubeljsko,45.77194,14.07861,51,573,3
Podgrad,45.52167,14.14611,614,573,9
Dobrava pri Sticni,45.97716,14.82227,59,574,2
Markovscina,45.55833,14.03861,119,574,8
Sveta Gora,45.99579,13.65842,18,574,14
Crna na Koroskem,46.47045,14.85009,2409,574,41
Senozece,45.72111,14.04111,610,575,22
Srednji Dolic,46.42083,15.21778,253,576,10
Dovze,46.46194,15.16611,332,576,28
Todraz,46.08333,14.16667,10,577,2
Bac,45.63337,14.25776,458,577,6
Paka pri Velenju,46.38306,15.16333,447,577,50
Razdrto,45.75639,14.05833,190,577,65
Gradisce na Kozjaku,46.63611,15.43484,201,578,14
Log v Bohinju,46.28418,13.98455,17,578,16
Pudob,45.6975,14.47806,228,578,17
Rodik,45.62556,13.98056,311,579,11
Plesivec,46.40917,15.105,424,579,55
Spodnja Lusa,46.18233,14.23164,147,580,4
Obrov,45.5425,14.08694,198,580,8
Podbeze,45.54833,14.15333,85,580,10
Visevek,45.69639,14.49083,174,581,3
Hrusica,45.53917,14.12222,276,581,8
Planina pri Cerknem,46.11667,14,137,581,12
Raceva,46.02894,14.15313,166,581,12
Zelse,45.79861,14.32833,107,581,14
Slatina pri Dobjem,46.13733,15.42165,57,583,2
Markovec,45.71222,14.49556,224,583,3
Hoticna,45.57661,14.0267,71,583,8
Gorenje Brezovo,45.98353,14.73419,47,584,1
Velike Grahovse,46.13906,15.32105,142,584,4
Sv. Andrej,46.13097,14.29855,157,584,4
Dragovica,46.04726,13.66461,53,584,12
Repus,46.14105,15.40738,44,585,2
Zasip,46.39284,14.10869,1032,585,2
Slatna,46.36744,14.22266,79,585,6
Srednja Vas v Bohinju,46.295,13.92389,505,585,22
Podgorje pod Cerinom,46.33184,15.33993,99,586,2
Iga Vas,45.69111,14.48472,227,586,17
Knezak,45.62454,14.2448,486,586,22
Plat,46.5,14.86667,68,587,24
Stari Trg pri Lozu,45.71484,14.47097,864,587,35
Bukovje,45.81778,14.13278,164,588,2
Kropa,46.3,14.2,807,588,4
Podgora pri Lozu,45.68444,14.48972,114,588,14
Male Grahovse,46.13209,15.3037,46,589,2
Ciginj,46.16248,13.69851,176,589,6
Osojnica,46.03546,14.08632,25,590,2
Dobrljevo,46.17819,14.93386,96,590,2
Stahovica,46.27683,14.61719,178,590,22
Hrusica,46.445,14.01778,1722,590,123
Janezevo Brdo,45.60938,14.15194,26,591,1
Slap,46.37013,14.31817,190,591,5
Polje,46.1105,13.86232,30,591,7
Veliko Brdo,45.51194,14.21694,106,592,1
Mackovec,46.15889,15.3527,27,592,2
Gorenja Brezovica,45.92417,14.44395,52,592,2
Javorje pri Gabrovki,46.02335,14.95507,36,593,2
Sentvid pri Planini,46.09305,15.43217,109,593,6
Jazne,46.06667,14.01667,117,593,17
Metnaj,45.98472,14.80139,115,594,1
Gradisce pri Materiji,45.55083,14.06472,144,594,8
Loz,45.72417,14.46889,642,594,14
Zgornji Janzevski Vrh,46.55365,15.2816,26,595,11
Dolenje Podpoljane,45.80474,14.67348,58,596,8
Javorje,45.55028,14.1,131,597,16
Racice,45.515,14.16417,172,598,1
Smarata,45.68844,14.4628,97,598,2
Podbrdo,46.21,13.96444,695,598,12
Jelsevica,46.20067,14.90505,4,598,20
Knezdol,46.18333,15.03333,245,599,10
Fuzine,46.08208,14.09059,104,599,22
Godovic,45.95778,14.09361,704,599,54
Trobni Dol,46.13806,15.35389,153,600,3
Dolnje Retje,45.82083,14.65056,55,601,8
Jesenovo,46.18147,14.97154,293,602,1
Sentgotard,46.18954,14.90601,77,602,3
Finkovo,45.81203,14.67397,4,602,4
Lipovsica,45.74778,14.66306,54,603,2
Skrilje,45.91556,14.54111,426,603,2
Jereka,46.29333,13.96306,196,603,8
Gornje Retje,45.81806,14.65611,22,604,8
Sovra,46.01667,14.11667,13,605,6
Goricice,45.73593,14.43265,71,605,6
Dolencice,46.15319,14.17027,85,605,6
Zirovnica,46.40472,14.14,601,605,9
Praproce,46.06327,14.28832,98,606,4
Lepena,46.3088,13.65385,35,607,6
Bohinjska Cesnjica,46.29556,13.94472,347,607,11
Lom,46.53333,14.85,80,607,16
Zerjav,46.48389,14.88215,389,607,16
Spodnje Stranice,46.35302,15.34283,174,607,27
Unicno,46.15371,15.14378,14,608,1
Brezje,46.17754,14.92271,111,608,4
Susak,45.49056,14.32972,92,608,8
Velike Poljane,45.79611,14.68278,129,608,8
Sentilj pod Turjakom,46.45167,15.18778,293,608,55
Jarse,46.10605,14.93654,18,609,4
Kalobje,46.16722,15.39444,70,609,6
Blocice,45.76111,14.4575,114,609,7
Dvorje,46.26726,14.48353,431,609,7
Zgornje Gorje,46.37962,14.06937,500,609,11
Cemsenik,46.17917,14.94444,230,610,1
Selo nad Polhovim Gradcem,46.09598,14.29807,36,610,4
Viselnica,46.38264,14.07361,73,610,35
Celje,45.59161,14.15464,50,611,2
Barka,45.64009,14.05186,102,611,2
Knezja Lipa,45.55,15.01667,17,612,2
Sebrelje,46.09889,13.91944,311,612,20
Vrh pri Visnji Gori,45.97139,14.74583,126,613,1
Sv. Barbara,46.11967,14.32205,139,613,3
Zabreznica,46.4,14.15,507,613,9
Begunje pri Cerknici,45.81806,14.38222,658,613,10
Veliki Korinj,45.84212,14.76951,33,615,1
Mizni Dol,45.9829,14.22422,147,615,5
Podloz,45.73306,14.46528,53,616,1
Log,46.5248,15.54368,370,616,1
Sentanel,46.56667,14.88333,192,616,5
Mislice,45.62267,14.04698,41,617,2
Zgornja Pristava,46.33098,15.4079,135,617,2
Topol pri Begunjah,45.80816,14.4066,72,617,3
Gorenje Podpoljane,45.80517,14.66436,23,617,4
Planinska Vas,46.16971,15.03171,81,617,4
Hobovse pri Stari Oselici,46.08365,14.07464,71,617,7
Ostrozno Brdo,45.61986,14.12636,94,619,3
Soca,46.33236,13.68848,153,619,6
Pecine,46.12367,13.8325,158,620,1
Zapotok,45.87694,14.57306,295,620,1
Gorenja Kanomlja,46.04083,13.94222,137,623,10
Orehek,46.14083,13.93306,72,623,12
Boharina,46.40099,15.37117,227,623,22
Breginj,46.26472,13.42778,196,624,4
Gorenji Novaki,46.14642,14.05134,226,625,1
Knezja Njiva,45.7125,14.50444,29,625,3
Mali Locnik,45.88996,14.60785,54,625,14
Zaplana,45.97203,14.23091,114,626,3
Gorenje,45.82796,14.14249,102,626,6
Rodine,46.38333,14.18333,338,628,9
Daber,46.11622,13.88702,22,628,32
Cebine,46.16867,14.99686,22,630,1
Blodnik,46.19316,14.91576,30,632,5
Kamna Gora,46.32264,15.38938,122,632,6
Loska Gora pri Zrecah,46.39202,15.3633,159,632,6
Kebelj,46.40488,15.45579,155,633,10
Potoki,46.26019,13.50548,61,634,4
Zabreznik,46.06972,14.11339,31,636,10
Vareje,45.62611,14.03611,34,638,2
Zgornje Prebukovje,46.43278,15.54889,171,638,2
Gorje,46.15528,13.98167,87,638,3
Mevkuz,46.38398,14.06596,83,639,11
Kokra,46.33136,14.49322,264,639,12
Jamnik,45.97934,14.24076,20,642,3
Zirovnica,46.01667,14.08333,20,642,4
Solcava,46.41944,14.69361,214,642,20
Cepulje,46.23194,14.28833,38,643,2
Setnik,46.0569,14.26647,186,645,2
Klenik,46.12338,14.84861,55,646,2
Strmca,45.83167,14.19944,83,646,2
Cepovan,46.04944,13.79694,348,646,5
Osredek,45.86172,14.5637,41,647,2
Podtabor,45.60927,14.22936,35,647,21
Prapetno Brdo,46.10917,13.84722,121,649,2
Rudno,46.25,14.16667,240,650,3
Zakraj,46.10747,13.87623,34,650,11
Sela pri Visnji Gori,45.97718,14.77382,49,651,1
Dobovec,46.11306,15.05722,170,651,9
Malo Tinje,46.4132,15.49162,84,652,5
Petkovec,45.96917,14.19861,458,652,14
Veliko Tinje,46.41222,15.51222,148,654,11
Bukovscica,46.21667,14.26667,146,657,2
Dobrova,46.05506,15.4483,197,657,2
Brdinje,46.53333,15,654,657,2
Krusce,45.82528,14.43335,6,660,3
Sveta Planina,46.17115,15.01419,95,660,4
Golnik,46.33333,14.33333,1063,660,18
Skofja Riza,46.11681,15.04228,126,660,22
Magolnik,46.05693,15.0553,26,661,2
Brezje pri Trzicu,46.35744,14.27543,366,661,4
Sele,46.5,15.01667,257,664,1
Vrh,46.12718,14.97774,22,664,2
Cekovnik,45.98667,13.96472,131,664,2
Sv. Anton na Pohorju,46.55664,15.20776,249,665,2
Ruta,46.56115,15.44158,97,665,4
Klance,45.72142,14.43056,18,665,6
Kremenca,45.82582,14.45217,43,667,3
Kal nad Kanalom,46.08333,13.74028,327,667,8
Trenta,46.38333,13.75,123,667,12
Dolge Njive,46.06028,14.19861,61,668,4
Cresnova,46.39298,15.3925,86,668,4
Ribnica na Pohorju,46.535,15.27278,443,669,20
Skalske Cirkovce,46.39799,15.13118,155,673,10
Begunje na Gorenjskem,46.38333,14.21667,988,675,6
Graska Gora,46.43263,15.11651,112,675,7
Podgrad na Pohorju,46.41316,15.4467,70,675,11
Razbor pri Cemseniku,46.1822,14.95754,58,677,5
Predgrize,45.92861,14.06028,154,677,7
Laze,45.73611,14.07167,88,677,17
Leskovec,45.98889,14.75306,108,679,2
Kal,46.11521,14.95141,99,680,4
Svetina,46.1875,15.30333,122,680,6
Breznica,46.55822,14.9084,153,680,34
Preloze,45.60266,14.13168,67,681,2
Spodnja Orlica,46.57535,15.25368,101,681,3
Selce,46.35636,15.2852,49,681,6
Ponikve,46.13778,13.81694,179,682,2
Jelicni Vrh,45.98083,14.06333,121,682,38
Ceplez,46.13219,14.01364,65,683,8
Lovranovo,45.81666,14.47165,24,684,3
Srednja Vas,46.36667,14.23333,28,685,6
Jugorje pri Metliki,45.7148,15.23854,34,685,43
Spodnji Vrsnik,46.01667,14.1,49,687,1
Golo,45.90972,14.54444,500,687,4
Crni Vrh,46.08333,14.26667,296,687,8
Rovisce,46.12091,14.90228,42,688,2
Otonica,45.80759,14.41771,20,688,3
Spital,46.10143,14.94315,24,688,6
Slivnisko Pohorje,46.48935,15.564,173,689,4
Modric,46.41082,15.4694,136,689,6
Znojile,46.19611,13.92306,11,690,4
Sentviska Gora,46.12157,13.8669,101,691,2
Zagolic,45.89175,13.99086,125,691,2
Planina nad Horjulom,46.05,14.21667,116,691,3
Pregarje,45.57778,14.13583,195,693,6
Lahov Graben,46.09094,15.31554,122,694,4
Spodnji Dolic,46.405,15.25028,190,694,9
Rovte,45.98528,14.1775,915,694,22
Brezje nad Kamnikom,46.26159,14.62519,116,695,12
Kocna,46.41323,14.08272,218,696,5
Smrecje,46.01361,14.195,258,696,16
Planica,46.21213,14.28398,22,701,1
Crni Vrh,45.92417,14.04361,648,702,10
Sovodenj,46.08639,14.04361,166,703,7
Ravne pri Cerknem,46.12361,13.95528,165,704,76
Jursce,45.66613,14.29613,155,705,2
Hlevni Vrh,46.01667,14.18333,95,708,8
Zelen Breg,46.57978,14.93545,162,710,8
Moste,46.41667,14.13333,619,710,39
Crni Vrh v Tuhinju,46.21831,14.80198,31,711,12
Koprivnik,46.07485,14.05857,99,712,7
Grad,46.26667,14.5,261,713,2
Samotorica,46.03544,14.26285,66,713,4
Bukovo,46.15417,13.90333,179,713,7
Podkum,46.07139,15.02861,224,714,5
Rjavce,45.58972,14.1,37,715,4
Idrijski Log,45.95278,14.03306,72,716,4
Koroska Vas na Pohorju,46.41041,15.39975,111,717,4
Lom pod Storzicem,46.36694,14.33639,346,718,1
Retje,45.70556,14.58333,436,718,5
Stefanja Gora,46.28806,14.48444,92,718,9
Bloska Polica,45.76222,14.46917,69,719,8
Hlevise,46.00623,14.15518,66,719,20
Bate,46.03036,13.70507,154,720,7
Robanov Kot,46.39058,14.69048,139,721,8
Nova Vas,45.77167,14.50583,299,721,8
Gorenji Vrsnik,46.02449,14.08697,123,723,6
Grabce,46.38283,14.05563,93,724,11
Borovak pri Podkumu,46.07569,15.05867,121,725,4
Zakojca,46.16472,13.93278,47,726,2
Zgornja Kapla,46.63889,15.3775,169,727,3
Spodnji Boc,46.58333,15.5,190,727,4
Ledinsko Razpotje,46.02889,14.05006,30,728,11
Pokojisce,45.89444,14.35611,38,729,3
Velike Bloke,45.78444,14.48056,210,729,4
Sveta Trojica,45.81119,14.47859,5,730,3
Banjsice,46.05,13.71667,256,731,31
Smolnik,46.07759,14.28214,150,733,16
Smrecje v Crni,46.25833,14.67712,25,735,12
Ulaka,45.79528,14.47111,43,739,3
Podgozd,45.9951,13.71871,40,740,7
Zupa,46.10422,15.08578,104,740,10
Zali Log,46.2,14.1,253,740,12
Zavratec,45.99,14.13194,129,741,4
Srednja Vas-Loski Potok,45.69193,14.58891,63,744,4
Gorenje pri Zrecah,46.39971,15.38838,110,745,4
Studenec na Blokah,45.76417,14.53361,64,747,2
Veliki Boc,46.60648,15.49673,106,747,8
Gabrk,45.58222,14.115,30,748,4
Visnje,45.87056,14.02833,178,750,2
Jesenica,46.15356,13.94788,84,750,7
Mislinja,46.44141,15.20027,1945,750,15
Smartinske Cirkovce,46.39586,15.15243,76,750,25
Podpreska,45.64806,14.64083,118,753,2
Zavrh pri Borovnici,45.90278,14.34639,33,754,1
Mrzla Planina,46.05741,15.38821,108,754,2
Voglarji,45.98944,13.73528,109,754,3
Glina,45.77167,14.49583,32,754,5
Vrata,46.61741,15.09184,107,756,27
Goropeke,46.03333,14.13333,64,757,6
Draga,45.63361,14.65472,99,758,2
Babno Polje,45.64519,14.54942,337,761,6
Govejk,46.02889,14.07333,77,764,4
Florjan pri Gornjem Gradu,46.31667,14.81667,185,764,4
Smartno na Pohorju,46.44417,15.53944,173,765,2
Trava,45.60389,14.67222,28,766,1
Padeski Vrh,46.41667,15.38333,139,769,22
Nova Oselica,46.09297,14.02497,17,775,11
Srednja Vas pri Dragi,45.61667,14.66306,44,776,2
Trnovo,45.97417,13.74333,359,777,5
Ravne na Blokah,45.75389,14.5425,72,778,2
Poljsica pri Gorjah,46.36671,14.063,248,778,2
Podlanisce,46.11667,14.01667,144,781,6
Spodnje Jezersko,46.38333,14.46667,96,781,12
Pecnik,46.0366,14.0465,37,785,4
