Name,X,Y,POP,NMV,SUM
Marezige,45.50972,13.80306,480,288,40
Kompole,46.21148,15.33289,492,289,3
Litmerk,46.43511,16.15797,160,289,4
Zice,46.315,15.47972,568,289,5
Spodnje Grusovje,46.34763,15.49531,197,289,7
Balkovci,45.45962,15.32511,55,289,10
Ihan,46.12083,14.62,784,289,10
Oresje na Bizeljskem,46.0478,15.70985,223,289,15
Krska Vas,45.88597,14.7952,137,289,17
Spodnja Selnica,46.55215,15.51193,135,289,18
Kicar,46.45194,15.91222,819,289,31
Dragomelj,46.11027,14.58729,866,289,44
Kamnica,46.57444,15.61417,1638,289,46
Modraze,46.31533,15.63445,64,290,2
Spodnja Sveca,46.32205,15.71803,53,290,3
Kamence,46.27038,15.04136,161,290,3
Stoperce,46.29,15.71667,213,290,6
Podplesivica,45.99645,14.38298,272,290,6
Grahovo ob Baci,46.15389,13.86194,138,290,8
Spodnja Velka,46.65,15.76667,453,290,8
Selo pri Zagorju,46.13738,15.01039,309,290,11
Dolenji Podborst pri Treb.,45.89915,15.02783,43,291,1
Hrusevica,45.80972,13.82833,139,291,1
Vinji Vrh,45.85256,15.52826,47,291,2
Selsek,46.03726,14.88192,82,291,2
Prezigal,46.33517,15.46322,23,291,3
Zabnica,46.00155,14.40305,299,291,3
Gruskovec,46.33333,16.01667,152,291,4
Brezje pri Locah,46.33524,15.50106,116,291,5
Pomjan,45.50056,13.75556,178,291,5
Prosecka Vas,46.78167,16.13944,128,291,6
Rakitovec,46.18889,15.45778,53,291,7
Gorenje Polje,45.77339,15.04196,85,291,14
Grajska Vas,46.23924,15.05498,353,291,14
Gorenje Laknice,45.9329,15.16073,92,291,17
Dankovci,46.76667,16.16667,143,291,30
Dutovlje,45.75806,13.83222,715,291,55
Podkraj,45.97389,14.46833,120,292,3
Sitez,46.30344,15.76896,41,292,4
Goricica pod Krimom,45.95194,14.37972,169,292,5
Zbigovci,46.64684,15.9678,268,292,8
Prelog,46.12665,14.61231,656,292,10
Dragomer,46.01667,14.38333,1446,292,14
,46.27973,15.05669,739,292,16
Gabrovcec,45.88361,14.79722,201,292,17
Drenov Gric,45.99778,14.33278,914,292,20
Dolenje Dole,45.93333,15.28333,91,293,2
Drankovec,46.62423,15.72918,116,293,7
Verd,45.95667,14.30583,1891,293,10
Vesela Gora,45.97112,15.07968,59,293,11
Lopar,45.51,13.82611,111,293,12
Mestni Vrh,46.44333,15.86528,679,293,42
Lavrica,46.00002,14.5573,2438,293,73
Beli Potok pri Lembergu,46.26407,15.5486,40,294,1
Zabljek,46.34861,15.56028,165,294,5
,46.13539,14.61294,752,294,5
Kozjak pri Cersaku,46.69875,15.68675,158,294,6
Dramlje,46.27361,15.39472,405,294,7
Brest,45.97028,14.49667,311,294,8
Cresnjevec,46.37583,15.61639,510,294,8
Gomilsko,46.25278,15.04222,348,294,13
Leskovec,45.8135,15.27336,47,294,15
Zgornja Polskava,46.42556,15.61222,1208,294,15
Grize,46.22944,15.15056,654,294,27
Depala Vas,46.13333,14.58333,507,294,45
Jezero,45.97,14.43306,751,295,1
Knezja Vas,45.89972,14.95194,71,295,2
Mala Ligojna,45.9929,14.30827,152,295,4
Lutrje,46.2713,15.44489,203,295,4
Ig,45.96028,14.52889,2262,295,5
Spodnja Jablanica,46.04568,14.86819,50,295,6
Spodnje Laze,46.30303,15.54196,141,295,6
Dol pri Borovnici,45.92944,14.35389,496,295,6
Krizni Vrh,46.35139,15.57083,302,295,11
Ljubljana,46.05108,14.50513,272220,295,935
Vinski Vrh,46.45178,16.20559,267,296,2
Razgor,46.27042,15.34579,145,296,4
Volcje,45.97729,15.58408,93,296,8
Vnanje Gorice,46.00722,14.42194,2195,296,23
Rakovlje,46.28314,15.04134,374,296,24
Tepanje,46.34778,15.47611,521,296,25
Muljava,45.89889,14.79778,332,296,28
Spodnje Gameljne,46.11667,14.5,581,296,56
Trzin,46.13333,14.56667,3844,296,247
Tlake,45.98062,14.59156,228,297,4
Iska Loka,45.96472,14.51583,274,297,4
Socerga,45.46444,13.89472,66,297,6
Dol pri Trebnjem,45.92889,15.03639,76,297,7
Laznica,46.5578,15.56769,315,297,11
Limbus,46.55361,15.58361,2040,297,11
Zagaj,46.04667,15.65513,139,297,12
Vojscica,45.82861,13.67167,227,297,14
Razvanje,46.51444,15.63611,1357,297,32
Vrhnika,45.9635,14.29484,8413,297,88
Osilnica,45.52914,14.69838,87,298,1
Zgornji Jakobski Dol,46.6523,15.71628,332,298,3
Azenski Vrh,46.65401,15.94756,54,298,4
Cesnjice pri Zagradcu,45.86225,14.85333,82,298,4
Goricica,46.24139,15.36692,210,298,5
Konjsko,46,15.3,75,298,6
Pecje,46.00934,15.33144,108,298,6
Krajna Brda,46.00718,15.39901,83,298,8
Tomiselj,45.96417,14.48194,299,298,8
Radoblje,46.14173,15.2259,111,298,9
Somat,46.66807,15.73784,196,298,10
Veliki Kamen,46.0375,15.51889,227,298,14
Strihovec,46.66667,15.66667,236,298,16
Male Braslovce,46.30141,15.04404,235,298,20
Bistrica ob Dravi,46.55419,15.54855,1368,298,43
Hrastnik,46.14611,15.08139,5621,298,43
Hrastov Dol,45.90775,14.85826,98,299,2
Smatevz,46.25904,15.03539,175,299,3
Bezena,46.54798,15.53334,515,299,12
Dolic,46.48453,15.88886,164,299,15
Potoska Vas,46.15114,15.00734,231,300,2
Spodnje Poljcane,46.31455,15.58973,614,300,2
Gorenjski Vrh,46.35882,16.03469,84,300,5
Velika Kostrevnica,46.02778,14.87583,202,300,5
Jurski Vrh,46.64722,15.56889,151,300,6
Zavrse pri Grobelnem,46.22239,15.44469,140,300,11
Pekre,46.54722,15.59556,1517,300,22
Policki Vrh,46.65593,15.68733,185,301,2
Otovci,46.8,16.15,218,301,5
Primstal,45.91695,15.03532,29,301,6
Spodnji Zerjavci,46.60235,15.85486,347,301,13
Nova Cerkev,46.31278,15.28556,457,301,13
Drstelja,46.47488,15.85533,233,301,14
Selnica ob Muri,46.68333,15.7,1078,301,30
Pocehova,46.58606,15.65229,358,301,41
Sentjur,46.21722,15.3975,4762,301,61
Domzale,46.13774,14.59371,12406,301,127
Poletici,45.49112,13.86493,76,302,2
Mlace,46.30257,15.51231,252,302,3
Liboje,46.21111,15.195,516,302,3
Breg pri Borovnici,45.9375,14.36667,326,302,5
Notranje Gorice,45.9875,14.39889,1645,302,5
Ribce,46.1,14.76667,194,302,6
Ranca,46.62993,15.66556,242,302,6
Velika Ligojna,45.9925,14.29278,391,302,22
Skofljica,45.98333,14.57667,2209,302,57
Spodnja Breznica,46.32636,15.56934,238,303,2
Zgornja Sveca,46.3071,15.71974,70,303,3
Spodnje Gorce,46.27833,15.0375,76,303,3
Osredek pri Trski Gori,45.9599,15.4631,41,303,4
Bereca Vas,45.68423,15.27375,188,303,10
Kreplje,45.74417,13.83722,146,304,3
Bevke,45.98389,14.35583,929,304,5
Kobdilj,45.81639,13.85306,189,304,27
Ogorevc,46.22473,15.33911,105,304,53
Marija Dobje,46.27628,15.36377,171,305,2
Loznica,46.33333,15.65,155,305,4
Pobrez,46.35889,15.46528,148,305,5
Trsek,45.48318,13.83766,54,305,9
Razori,46.05141,14.43054,107,305,9
Rovisce pri Studencu,45.95354,15.35412,125,305,14
Selce nad Blanco,46.01151,15.41229,54,306,1
Cagona,46.5525,15.93361,275,306,1
Svecina,46.66889,15.58861,166,306,2
Levic,46.35107,15.54105,115,306,3
Vrbljene,45.9525,14.49222,241,306,4
Jakob pri Sentjurju,46.18278,15.39944,138,306,6
Jurjevski Dol,46.64105,15.76501,60,306,10
Kaniza,46.64869,15.66966,224,306,12
Spodnji Gasteraj,46.61333,15.80278,301,306,12
Zgornje Gorce,46.29878,15.03292,65,306,18
Sentilj v Slov. Goricah,46.68167,15.64806,1826,306,19
Pesceni Vrh,46.56172,15.96086,110,306,22
Bezovje pri Sentjurju,46.21954,15.41414,103,306,24
Dobrnez,46.34147,15.45215,112,306,31
Rodica,46.14748,14.59211,857,306,31
Dob,46.15194,14.62861,1563,306,34
Vajgen,46.65,15.68333,103,307,2
Zgornji Porcic,46.58627,15.86495,356,307,4
Jablance,46.53333,15.76667,225,307,5
Sakusak,46.50154,15.98426,209,307,8
Fokovci,46.73333,16.26667,200,307,13
Zgornji Gasteraj,46.63609,15.78241,126,307,15
Vranji Vrh,46.6894,15.72405,387,307,16
Brezovec,46.35,16.02944,192,308,4
Galantici,45.49261,13.87482,14,308,5
Male Dole pri Temenici,45.95694,14.89479,27,308,7
Zelodnik,46.15697,14.64034,45,308,8
Bodrisna Vas,46.23231,15.47076,118,308,11
Grintovec,45.85386,14.8249,95,308,12
Budinci,46.85456,16.25762,110,308,16
Kapla,46.24833,15.00944,270,308,18
Rimske Toplice,46.1226,15.1919,778,308,18
Loka pri Mengsu,46.15,14.56528,844,308,28
Sinja Gorica,45.97556,14.31833,542,308,31
Vir,46.15325,14.60741,3415,308,85
Breg pri Sinjem Vrhu,45.45033,15.12302,2,309,2
Brezje pri Dobu,46.14128,14.66265,90,309,8
Lesicno,46.1025,15.51417,169,309,11
Bizeljska Vas,46.04231,15.69423,47,309,13
Zgornja Loznica,46.38333,15.51667,366,309,18
Letus,46.31583,15.025,785,309,25
Markovci,46.84444,16.23361,267,309,30
Ruse,46.53944,15.51583,4503,309,71
Male Kompolje,45.90061,14.82372,23,310,1
Strahomer,45.94417,14.48944,156,310,2
Sulinci,46.83,16.19667,175,310,7
Sencak pri Jursincih,46.50737,16.00414,104,310,8
Krtina,46.14834,14.65228,739,310,8
Plave,46.04222,13.5975,249,310,14
,46.20892,15.34763,483,310,21
Spodnja Idrija,46.03194,14.02722,1501,310,62
Kancevci,46.7588,16.24784,60,311,2
Plesivica,46.48097,16.18304,102,311,2
Velike Rebrce,45.85971,14.86433,32,311,9
Koritnica,45.94433,15.36104,21,311,12
Lucova,46.83352,16.2106,120,311,12
Glogovica,45.94179,14.83504,149,311,15
Recica ob Paki,46.32444,15.04333,466,311,20
Gorenje Blato,45.9586,14.58843,230,311,21
Grajenscak,46.48333,15.81667,506,311,33
Dobriska Vas,46.36276,15.4546,69,312,2
Velike Pece,45.92795,14.83894,89,312,2
Veliki Gaber,45.93385,14.90708,314,312,4
Kobjeglava,45.8175,13.80583,182,312,7
Zetale,46.27356,15.82658,392,312,8
Jelenik,45.94504,15.36839,45,312,12
Bodonci,46.74417,16.09222,431,312,14
Cersak,46.69917,15.66917,708,312,14
Mokronog,45.93417,15.14083,637,312,26
Hrusevec,46.20921,15.37804,54,313,1
Roginska Gorca,46.18333,15.56667,129,313,4
Pristavica pri Vel. Gabru,45.92678,14.88198,91,313,7
Dob pri Sentvidu,45.93222,14.86167,188,313,8
Bresternica,46.56972,15.575,1377,313,16
Kolicevo,46.15684,14.61052,347,313,29
Dvor,45.81389,14.97111,395,313,34
Svecane,46.69083,15.75055,211,313,39
Babna Gora,46.16667,15.5,117,314,3
Komanija,46.04448,14.4273,82,314,8
Dolena,46.32884,15.81062,180,314,9
Boga Vas,45.93331,14.87017,22,314,10
Stanjel,45.82333,13.84361,349,314,20
Podsmreka,46.03972,14.43111,435,314,71
Migolica,45.96191,15.04362,67,315,2
Tevce,46.14333,15.28739,182,315,2
Primoz pri Sentjurju,46.23333,15.4,202,315,2
Morsko,46.07143,13.64106,207,315,5
Zgornja Pohanca,45.98333,15.56667,104,315,6
Malo Crnelo,45.91639,14.80472,39,315,23
Izlake,46.15,14.95,1181,315,24
Slatenik,46.61889,15.72694,45,315,30
Sentvid pri Sticni,45.95004,14.84344,1002,315,30
Selnica ob Dravi,46.55,15.495,1297,315,52
Meje,46.31906,16.01687,61,316,2
Zitence,46.63306,15.80722,273,316,2
Dol pri Vogljah,45.725,13.81389,102,316,3
Podklanec,45.48161,15.27761,83,316,5
Podpec,45.5225,13.90778,44,316,6
Srednje Jarse,46.15659,14.5957,674,316,9
Zimica,46.53333,15.75,604,316,10
Koprivnica,46.03535,15.54033,142,316,14
Dol pri Hrastniku,46.14194,15.11278,1491,316,16
Smarje pri Sezani,45.72806,13.86889,288,316,17
Spodnja Vizinga,46.6,15.25,319,316,49
Sela pri Dobu,45.92863,14.86959,40,317,7
Zgornje Hlapje,46.64725,15.72684,156,317,7
Smartno v Rozni Dolini,46.29453,15.24314,279,317,7
Koritnica,46.16889,13.87111,148,317,8
Gornja Vas,46.22409,15.47756,157,317,11
Prekopa,46.25,14.98333,246,317,36
Hotunje,46.24942,15.41827,282,318,2
Jeruzalem,46.47343,16.18986,41,318,3
Krasno,46.02845,13.55585,90,318,4
Sujica,46.06667,14.41667,434,318,4
Ivanovci,46.73306,16.24028,135,318,6
Vizore,46.31959,15.2661,159,318,7
Mali Kamen,46.03283,15.49989,260,318,7
Radohova Vas,45.94417,14.8625,180,318,11
Cerkvenjak,46.57056,15.94361,135,318,23
Zgornje Gradisce,46.66488,15.75066,141,318,26
Cerkno,46.12556,13.98167,1596,318,96
Medvode,46.1422,14.41114,5178,318,129
Moscanci,46.75139,16.18528,273,319,1
Pogled,46.69559,15.82367,58,319,2
Kosarovci,46.75659,16.20131,72,319,2
Luce,45.91889,14.73167,294,319,3
Povodje,46.14284,14.47968,15,319,4
Kastelec,45.58111,13.87278,70,319,4
Turno,46.17888,15.43864,121,319,5
Podvrh,46.03317,15.36026,86,319,7
Sveti Jernej,46.31667,15.51667,178,319,11
Stara Vrhnika,45.97417,14.28111,730,319,13
Pecarovci,46.74806,16.15194,420,319,20
Mrzlo Polje,45.93252,14.80792,36,319,22
Straze,46.51119,15.83633,97,320,2
Zgornje Partinje,46.59556,15.75861,569,320,2
Ledinek,46.65,15.81667,220,320,3
Gornje Orle,45.98333,15.33333,50,320,4
Vrhpec,45.88333,15.06667,90,320,8
Zgornje Jarse,46.16232,14.59512,385,320,9
Tabor,46.23611,15.01833,406,320,9
Strazica,46.33083,15.31639,187,320,35
Slovenske Konjice,46.33667,15.42583,4869,320,48
Gabrovka pri Zagradcu,45.87333,14.84306,109,321,2
Cerovica,46.03777,14.8922,168,321,2
Doblezice,46.12153,15.54109,121,322,3
Imenska Gorca,46.13991,15.58618,73,322,4
Fram,46.456,15.63007,1024,322,11
Poljane pri Zuzemberku,45.85557,14.88675,31,322,17
Smartno ob Paki,46.33333,15.03333,642,322,19
Skrjancevo,46.1664,14.60863,246,322,58
Labor,45.47667,13.77222,46,323,2
Avgustine,45.83782,15.44171,30,323,3
Podigrac,46.67398,15.61657,69,323,3
Gotovlje,46.27418,15.15186,1216,323,5
Zgornje Hoce,46.49183,15.62315,676,323,8
Jirsovci,46.5,15.85,254,323,9
Gunte,45.98225,15.4688,30,323,34
Preserje pri Radomljah,46.16911,14.59698,1531,323,50
Skarucna,46.15556,14.48583,306,324,3
Vojsko,46.14782,14.49223,137,324,6
Menges,46.16694,14.575,6112,324,73
Jesovec pri Kozjem,46.0777,15.57451,139,325,1
Kustanovci,46.77833,16.19667,181,325,1
Ribjek,45.53528,14.73083,21,325,2
Sentvid pri Lukovici,46.16149,14.67705,242,325,2
Mala Kostrevnica,46.03333,14.86667,242,325,4
Vratji Vrh,46.70402,15.79426,78,325,6
Ladja,46.14535,14.39568,167,325,6
Podgora pri Dolskem,46.096,14.65815,252,325,6
Gabrje,46.07027,14.40902,440,325,8
Brezje pri Grosupljem,45.95028,14.64222,861,325,13
Medno,46.12222,14.43639,406,325,59
Praproce pri Grosupljem,45.94919,14.67109,48,326,1
Oslica,45.90798,14.78998,60,326,1
Bojanji Vrh,45.91126,14.81592,70,326,1
Jesovec pri Smarju,46.21667,15.51667,62,326,2
Spodnja Korena,46.51192,15.76955,414,326,2
Gradenc,45.81417,14.90806,76,326,4
Virstanj,46.13252,15.56206,204,326,7
Podpec,45.96972,14.4175,529,326,15
Marinca Vas,45.8752,14.82223,131,326,26
Padovo pri Fari,45.48347,14.90101,5,327,2
Pirce,45.46964,14.85582,15,327,4
Brdo,46.35167,15.45658,95,327,5
Selo pri Radohovi Vasi,45.95548,14.87434,36,327,6
Lemberg pri Novi Cerkvi,46.32087,15.24523,140,327,8
Topole,46.17834,14.55646,209,327,13
Zasadi,46.49687,15.87942,52,327,18
Selo pri Vodicah,46.16055,14.51515,266,327,20
Ivancna Gorica,45.93833,14.80444,1988,327,58
Loke pri Mozirju,46.3325,14.97778,305,327,60
Strensko,46.13386,15.20159,54,328,4
Dobravlje,45.76694,13.88222,76,328,4
Dane pri Sezani,45.71611,13.88111,413,328,4
Sanabor,45.87389,13.98694,89,328,7
Trebese,45.47222,13.85889,60,328,19
Radomlje,46.17361,14.61222,1674,328,30
Hrusica,45.78431,15.24512,147,329,4
Novi Vrh,46.70055,15.80288,22,329,5
Velika Racna,45.90417,14.68944,242,329,7
Bukovica pri Vodicah,46.17888,14.50707,398,329,9
Kosnica pri Celju,46.21667,15.23333,579,329,13
Ptujska Gora,46.355,15.76,381,329,16
Businja Vas,45.68333,15.28333,123,329,21
Dolina,46.74333,16.18028,195,329,32
Panovci,46.76306,16.24056,40,330,2
Unise,46.24393,15.43816,41,330,2
Gatina,45.94611,14.68056,141,330,2
Sinkov Turn,46.16667,14.53333,111,330,13
Socka,46.34278,15.27611,388,330,13
Zabukovica,46.21408,15.15954,1009,330,14
Gracisce,45.505,13.87694,185,330,15
Trnovo ob Soci,46.28003,13.55151,138,330,17
Zgornje Grusovje,46.36201,15.48842,116,330,23
Lomno,45.97652,15.39004,74,331,2
Mlescevo,45.93108,14.79893,193,331,2
Dolenja Vas pri Temenici,45.9605,14.88482,15,331,4
Dobrusa,46.1776,14.48315,123,331,6
Ojstriska Vas,46.23988,15.0246,274,331,12
Polze,46.31713,15.276,102,331,16
Cresnjevec ob Dravi,46.5407,15.4735,250,332,7
Verpete,46.33385,15.32348,135,332,23
Potok pri Muljavi,45.8975,14.79639,56,332,26
Dol,46.1482,14.36841,85,333,1
Obcine,45.90917,14.96222,33,333,2
Koritno,45.85,15.63333,91,333,2
Radovica,45.68333,15.35,280,333,2
Obrezje,46.07,15.18957,167,333,3
Gerlinci,46.75833,16.00944,334,333,4
Kostanjevec,46.39484,15.51935,326,333,6
Ponova Vas,45.93833,14.63278,569,333,6
Velika Loka,45.93833,14.72333,293,333,9
Sentjanz,46.01139,15.16722,394,333,12
Skrjance,45.92763,14.80953,53,333,22
Prevoje pri Sentvidu,46.16667,14.66667,721,333,24
Laze,45.70138,15.13538,68,334,2
Brezje pri Dobrovi,46.02778,14.34833,399,334,6
Gradisce,46.05508,15.59468,44,334,20
Kriz,45.74472,13.86583,592,334,33
Muta,46.61139,15.16611,2300,334,52
Pijava Gorica,45.95111,14.57194,766,334,56
Cerovec pri Smarju,46.20482,15.49592,119,335,2
Sv. Lovrenc,46.23084,15.10783,352,335,3
Krivi Vrh,46.64172,15.85125,136,335,4
Fiksinci,46.78488,16.00049,173,335,6
Zgornji Drazen Vrh,46.67215,15.78847,131,335,7
Zalna,45.94,14.70722,330,335,7
Borovnica,45.91583,14.36306,2162,335,15
Brvace,45.965,14.64548,131,335,24
Moste,46.195,14.55139,1234,335,24
Za Kalvarijo,46.57164,15.64031,157,335,27
Bezovica,46.29214,15.34804,42,336,1
Topolovec,45.46556,13.81389,53,336,3
Bocaji,45.49472,13.83028,24,336,6
Loznica,46.33673,15.09745,196,336,7
Studenec pri Krtini,46.14196,14.67608,65,336,8
Travnik,46.06913,13.99667,62,336,28
Poljane pri Mirni Peci,45.89081,15.09137,73,337,2
Devina,46.41111,15.57556,198,337,2
Rozengrunt,46.67407,15.81825,181,337,5
Sladki Vrh,46.68892,15.73719,794,337,9
Repnje,46.16667,14.48333,344,337,10
Grad,46.8,16.1,686,337,12
Homec,46.18333,14.6,806,337,28
Mozirje,46.33944,14.96333,2085,337,56
Dvor pri Polhovem Gradcu,46.06667,14.35,130,338,4
Cepinci,46.86084,16.19059,283,338,6
Vodice,46.18987,14.49492,1589,338,28
Komenda,46.20484,14.53839,881,338,34
Zalog pod Ursulo,46.28692,15.40212,47,339,3
Cikava,45.96747,14.63348,254,339,6
Novelo,45.84674,13.66256,56,339,7
Trska Gora,45.96112,15.47671,170,339,10
Malahorna,46.37221,15.43307,292,339,15
Skoflje,45.93917,14.87657,47,339,17
Lipica,46.16495,14.33841,38,339,20
Ponikva,46.25306,15.44694,492,340,2
Kobile,45.95372,15.44132,28,340,4
Ursna Sela,45.71888,15.12551,626,340,12
Vinski Vrh pri Smarju,46.22195,15.51019,78,340,13
,46.18466,14.59525,571,340,58
Veliko Crnelo,45.9275,14.79833,86,341,1
Bovse,46.28197,15.34751,110,341,4
Ugovec,46.38627,15.48139,124,341,8
Zapoge,46.18028,14.46778,266,341,13
Utik,46.16974,14.51085,473,341,18
Lukovica pri Domzalah,46.16988,14.69179,419,341,26
Idrija,46.00278,14.03056,5955,341,124
Korenitka,45.91678,14.94534,34,342,2
Lucarjev Kal,45.90667,14.84917,95,342,2
Nadole,46.28764,15.76728,140,342,2
Cagosce,45.97649,14.8699,96,342,6
Gladomes,46.38963,15.49602,397,342,14
Podreca,46.17278,14.41306,521,342,16
Vransko,46.24389,14.95139,778,342,21
Spodnja Senica,46.15,14.4,378,342,49
Pristavlja Vas,45.95367,14.8261,48,343,6
Zlatece,46.33101,15.2722,105,343,7
Mala Racna,45.89861,14.69583,184,343,7
Kovacevci,46.79667,16.12389,131,343,14
Veliko Mlacevo,45.93694,14.68167,538,343,20
Zlabor,46.31667,14.95,126,343,30
Suha,46.1649,14.32691,144,343,36
Lupinica,46.01586,14.8954,114,344,2
Naklo,45.59552,15.14052,34,344,3
Rogoznica,46.5,15.81667,108,344,3
Zgornja Senica,46.15453,14.38626,279,344,4
Podgorje,46.7,15.81667,191,344,5
Osojnik,45.67972,15.21389,115,344,7
Krtinovica,45.80611,13.8775,9,344,8
Sotensko pod Kalobjem,46.18995,15.39166,30,344,12
Prevalje pod Krimom,45.95556,14.39278,187,344,15
Vuhred,46.59472,15.2375,782,344,31
Gumnisce,45.96694,14.57694,242,344,40
Grosuplje,45.95556,14.65889,7098,344,115
Pletovarje,46.28748,15.42865,159,345,3
Kazlje,45.76167,13.9075,185,345,4
Zaga,46.30937,13.47965,353,345,17
Meljski Hrib,46.56667,15.66667,289,345,60
Kamenik,46.20332,15.50953,62,346,4
Dolenja Vas pri Polhovem Gradcu,46.05915,14.34287,246,346,8
Praproce pri Temenici,45.96448,14.8788,51,346,12
Radovci,46.78361,16.09778,217,346,12
Log Cezsoski,46.31063,13.4901,67,346,34
Smarca,46.19333,14.59667,1441,346,246
Podkraj pri Zagorju,46.13716,14.97515,47,347,5
Koseze,46.16984,14.52556,196,347,5
Ravne pri Zdolah,45.99066,15.5411,198,347,11
Grize,45.94684,14.82429,16,347,12
Brode,46.24418,14.96697,208,347,14
Dobrina,46.28333,15.8,248,347,14
Vinska Gora,46.34105,15.1728,368,347,14
Jelovec,45.994,15.22855,35,347,15
Vezovje,46.18175,15.40963,46,347,17
Stanjevci,46.81,16.18722,182,347,28
Ambrus,45.82722,14.81667,270,347,48
Lekmarje,46.19157,15.50502,58,348,2
Horjul,46.02361,14.29917,1329,348,5
Spodnje Vodale,45.96257,15.2137,118,348,11
Borst,45.48556,13.80083,170,348,13
Destrnik,46.49254,15.87893,172,348,22
Gorenje,46.34694,15.00861,173,348,57
Sv. Ana v Slov. Goricah,46.64917,15.84417,155,349,2
Moravce pri Gabrovki,45.99833,14.96917,213,349,3
Zavrh,46.53641,15.82913,387,349,5
Retece,46.15981,14.36662,630,349,9
Dol pri Laskem,46.11926,15.25412,32,350,2
Dolenje,46.17516,14.65662,44,350,2
Bukovica,45.97528,14.86389,90,350,4
St. Jurij,45.92378,14.62399,381,350,6
Pavla Vas,45.94216,15.20357,54,350,11
Tremerje,46.19817,15.22539,64,350,13
Zbilje,46.16667,14.41667,837,350,26
Vuzenica,46.59639,15.16722,1580,350,46
Dobravica,45.94333,14.54417,76,351,1
Sveti Andrej,46.13857,14.70795,60,351,6
Hrastenice,46.07511,14.3805,48,351,8
Vesca,46.15225,14.50894,66,351,10
Nasovce,46.21132,14.51697,219,351,11
Jagnjenica,46.05903,15.12511,334,351,14
Spodnja Recica,46.31502,14.93121,268,351,17
Krcevina pri Vurbergu,46.47528,15.81083,943,351,22
Lokavec,46.68333,15.81667,205,352,3
Hrusevo,46.06742,14.38697,452,352,4
Statenberk,45.88518,15.15313,47,352,6
Huda Jama,46.15914,15.18655,84,352,6
Trdkova,46.85327,16.12767,178,352,6
Storje,45.73861,13.92917,325,352,15
Valburga,46.16667,14.43333,540,352,18
Ozbalt,46.58694,15.39889,264,352,34
Sentjanz pri Dravogradu,46.56111,15.03889,543,352,40
Dolenje,45.78804,13.90228,28,353,1
Zelce,46.2964,15.3446,37,353,3
Crnece,46.58848,15.00093,665,353,4
Mose,46.18333,14.41667,235,353,12
Zalog pri Cerkljah,46.227,14.52085,440,353,24
Grenc,46.17696,14.31765,176,353,37
Zgornja Bistrica,46.39918,15.5424,567,353,53
Dvor,46.10368,14.44176,143,353,153
Ilovca,46.30507,15.32056,96,354,2
Orlek,45.69028,13.84389,165,354,3
Ardro pod Velikim Trnom,45.96024,15.3895,27,354,4
Grivac,45.46472,14.83528,28,355,2
Svetelka,46.27826,15.38234,238,355,2
Dolnje Orle,45.9757,15.32522,25,355,3
Drenik,45.94814,14.58985,63,355,7
Cadram,46.38333,15.46667,265,355,8
Polje pri Visnji Gori,45.94657,14.7556,20,355,11
Smarje-Sap,45.97618,14.61177,1492,355,14
Susica,45.89153,14.82623,106,356,1
Zavrh pri Galiciji,46.30815,15.21565,135,356,3
Mala Stara Vas,45.97507,14.67179,99,356,8
Srebotje,46.67237,15.70944,126,356,12
Vrhole pri Slov. Konjicah,46.37333,15.51722,319,356,17
Trebce,46.04111,15.62806,251,356,27
Skoflje,45.65575,14.02319,121,357,3
Zenavlje,46.84139,16.17306,109,357,5
Gomila,46.49535,15.82569,86,357,9
Godesic,46.16667,14.35444,614,357,9
Tomaj,45.75583,13.85306,335,357,16
Dravograd,46.58806,15.01917,3289,357,56
Roce,46.11213,13.81834,64,358,3
Zaborst pri Sentvidu,45.96472,14.87,90,358,4
Smlednik,46.16417,14.4325,500,358,5
Crnova,46.33,15.17639,374,358,8
Lahovce,46.21904,14.50642,443,358,15
Trata,46.17729,14.34573,206,359,1
Pusti Javor,45.99974,14.86961,18,359,4
Medvedjek,45.93005,14.91737,87,359,4
Veliki Vrh pri Smarju,45.98083,14.60389,324,359,4
Trboje,46.2,14.41667,662,359,9
Zabavlje,45.50167,13.84222,22,359,12
Vopovlje,46.22537,14.49749,126,359,15
Zgornja Vizinga,46.61639,15.19861,249,359,23
Rafolce,46.17444,14.67611,289,360,2
Ivandol,45.95384,15.43309,28,360,4
Sela,45.77278,13.92639,54,360,4
Prihova,46.32556,14.94833,188,360,8
Mali Vrh pri Smarju,45.98333,14.5975,351,360,8
Butari,45.48111,13.86833,43,360,11
Preserje,45.95694,14.41889,336,360,11
Pusto Polje,46.29417,14.91972,97,360,15
Stopnik,46.08778,13.8975,83,360,24
Prase,46.19472,14.40194,214,360,25
Recica ob Savinji,46.31667,14.91667,489,360,35
Skofja Loka,46.16551,14.30626,11969,360,105
Dolenji Podsumberk,45.8888,14.9053,28,361,2
Bistrica,46.10831,15.47051,56,361,2
Kitni Vrh,45.88034,14.83566,77,361,3
Tihaboj,45.99222,15.01056,95,361,4
Virmase,46.18333,14.33333,673,361,9
Doblar,46.11972,13.68972,79,361,11
Zgornji Brnik,46.23896,14.48436,704,361,14
Dobrina,46.14485,15.48584,199,361,21
Bukovje v Babni Gori,46.17639,15.47278,85,361,30
Bukovska Vas,46.55,15.05167,371,361,54
Sostanj,46.38,15.04861,2880,361,80
Zgornje Secovo,46.25978,15.65926,99,362,2
Nemska Vas,45.95485,15.42608,33,362,4
