Kraj,X,Y,Pop,NMV,SUM
Jelce,46.1492,15.43768,111,419,0
Kosnica,46.14865,15.4517,111,428,0
Draga,46.21876,15.33013,111,264,0
Mirke,45.92804,14.29982,111,758,0
Brezje,46.17754,14.92271,111,608,0
Koroska Vas na Pohorju,46.41041,15.39975,111,717,0
Grabe,46.68129,15.83444,111,298,0
Gorenje Jesenice,45.96917,15.12962,111,261,0
Zgornje Pobrezje,46.3,14.9,112,412,0
Zalog,46.33333,14.35,112,687,0
Spodnji Leskovec,46.33528,15.94167,112,216,0
Nemski Rovt,46.27092,13.98113,112,662,0
Graska Gora,46.43263,15.11651,112,675,0
Dane,45.69721,14.41472,112,888,0
Cirknica,46.6567,15.65459,112,288,0
Sv. Duh na Ostrem Vrhu,46.61457,15.46128,112,852,0
Kozmani,45.87646,13.92457,112,109,0
Svrzaki,45.66164,15.32472,112,235,0
Polica,46.26916,14.33129,112,428,0
Srebrnice,45.79036,15.12943,112,192,0
Draksl,46.42679,16.1046,112,285,0
Kamna Gorca,46.24206,15.59175,112,281,0
Vrhek,45.9752,15.20573,112,345,0
Platinovec,46.21155,15.45616,112,325,0
Dobrnez,46.34147,15.45215,112,306,0
Hrastje pri Grosupljem,45.971,14.64383,112,353,0
Modrejce,46.16423,13.73837,112,231,0
Zgornji Lehen na Pohorju,46.52656,15.30571,112,823,0
Zagradec,45.86139,14.83417,113,269,0
Vrhovlje pri Kojskem,46.02444,13.57528,113,395,0
Spodnja Draga,45.93167,14.77806,113,348,0
Spicnik,46.66667,15.55,113,398,0
Potoki,46.43174,14.12959,113,1187,0
Kacice-Pared,45.64528,13.96861,113,486,0
Bucka,45.93333,15.31667,113,239,0
Krajna Vas,45.76861,13.80306,113,263,0
Apno,46.2614,14.53228,113,740,0
Dragovanja Vas,45.54452,15.15455,113,153,0
Konca Vas,45.67311,14.84571,113,479,0
Podkraj pri Mezici,46.52231,14.83637,113,620,0
Suhi Vrh,46.70527,16.25522,113,276,0
Mala Vas pri Ormozu,46.46675,16.072,113,259,0
Straza,45.96069,15.07859,113,248,0
Prapetno,46.17068,13.75521,113,202,0
Zaplana,45.97203,14.23091,114,626,0
Podgora pri Lozu,45.68444,14.48972,114,588,0
Dolnje Vreme,45.65989,14.03546,114,420,0
Butoraj,45.55,15.2,114,176,0
Blocice,45.76111,14.4575,114,609,0
Rihtarovci,46.63306,16.05528,114,203,0
Vrtovce,45.85676,13.86797,114,260,0
Kot,45.94612,14.51972,114,375,0
Sibenik,46.1974,15.38327,114,463,0
Preserje,46.29057,15.05296,114,293,0
Lupinica,46.01586,14.8954,114,344,0
Trnovec,46.30758,14.92492,114,363,0
Zgornja Gorica,46.42378,15.68908,114,251,0
Gorenja Nemska Vas,45.9198,14.98686,114,289,0
Veliki Vrh,46.37389,16.01778,115,344,0
Osojnik,45.67972,15.21389,115,344,0
Movraz,45.47833,13.91889,115,258,0
Metnaj,45.98472,14.80139,115,594,0
Mala Cikava,45.80594,15.20151,115,195,0
Letenice,46.31667,14.33333,115,443,0
Klanec pri Kozini,45.59417,13.92333,115,456,0
Secje Selo,45.45859,15.23273,115,196,0
Sv. Trojica,46.12383,14.67947,115,481,0
Levic,46.35107,15.54105,115,306,0
Sotensko pri Smarju,46.24763,15.51439,115,316,0
Postaja,46.14038,13.75936,115,457,0
Dobindol,45.71685,15.11607,115,258,0
Jablovec,46.32121,15.8542,115,263,0
Trstenik,45.96207,15.06985,115,272,0
Znojile pri Krki,45.89111,14.78417,116,323,0
Smihel pri Zuzemberku,45.85028,14.88472,116,249,0
Planina nad Horjulom,46.05,14.21667,116,691,0
Dolenje Karteljevo,45.86667,15.15,116,433,0
Dobje pri Planini,46.13747,15.39412,116,563,0
Lazec,46.09466,13.97603,116,543,0
Ucakovci,45.44913,15.22146,116,210,0
Podborst,45.91575,14.87401,116,378,0
Brezje nad Kamnikom,46.26159,14.62519,116,695,0
Kostanjek,46.00624,15.54603,116,373,0
Hajndl,46.41566,16.12555,116,261,0
Drankovec,46.62423,15.72918,116,293,0
Stare Slemene,46.30987,15.3968,116,415,0
Dolenje Gradisce pri Sentj.,45.84818,15.29089,116,166,0
Zagaj pri Ponikvi,46.26969,15.43146,116,311,0
Majski Vrh,46.3531,15.88772,116,290,0
Korenjak,46.34186,16.04442,116,288,0
Prelesje,45.96442,15.10402,116,254,0
Spodnja Rocica,46.61854,15.86055,116,280,0
Zgornje Grusovje,46.36201,15.48842,116,330,0
Brezje pri Locah,46.33524,15.50106,116,291,0
Reber pri Skofljici,45.98998,14.5935,116,318,0
Studor v Bohinju,46.29389,13.8975,117,792,0
Slivje,45.56806,14.05083,117,546,0
Resnik,46.43333,15.36667,117,1007,0
Kot,46.54417,16.38833,117,162,0
Jazne,46.06667,14.01667,117,593,0
Bac pri Materiji,45.58333,14,117,527,0
Babna Gora,46.16667,15.5,117,314,0
Kortine,45.54039,13.86695,117,96,0
Gresovscak,46.49014,16.19691,117,260,0
Slamna Vas,45.67189,15.32986,117,264,0
Hrastje,45.81127,15.29981,117,245,0
Kunsperk,46.05564,15.69389,117,461,0
Markecica,46.36986,15.45547,117,340,0
Zgornja Besnica,46.03001,14.69541,117,473,0
Zgornja Senarska,46.56528,15.87361,118,237,0
Vrsnik,46.63333,15.56667,118,385,0
Vnajnarje,46.04444,14.67667,118,656,0
Sv. Lenart,46.18333,14.2,118,577,0
Susje,45.75722,14.68611,118,524,0
Spodnje Vodale,45.96257,15.2137,118,348,0
Smarje,45.82775,15.34275,118,215,0
Pristova,46.32361,15.21862,118,412,0
Podpreska,45.64806,14.64083,118,753,0
Podblica,46.25,14.21667,118,701,0
Kot pri Ribnici,45.74444,14.68056,118,530,0
Adlesici,45.52219,15.30648,118,220,0
Grabe pri Ljutomeru,46.53583,16.12944,118,180,0
Dvorce,45.88452,15.61391,118,143,0
Brezno,46.15512,15.15605,118,441,0
Limbarska Gora,46.15773,14.77252,118,700,0
Slatnik,45.76388,14.68596,118,539,0
Virlog,46.17991,14.30068,118,378,0
Bodrisna Vas,46.23231,15.47076,118,308,0
Vrsna Vas,46.19365,15.53249,118,266,0
Hrastovica,45.96899,15.14739,118,250,0
Draga pri Sentrupertu,45.99217,15.07095,118,420,0
Spodnje Grusovlje,46.26953,15.12,119,275,0
Spodnja Pohanca,45.94778,15.5657,119,173,0
Smrje,45.59452,14.18695,119,463,0
Slepsek,45.95,15.11667,119,232,0
Ponikve,45.79111,13.86611,119,364,0
Medvedce,46.36028,15.70556,119,255,0
Martinje,46.84944,16.15056,119,393,0
Markovscina,45.55833,14.03861,119,574,0
Kambresko,46.12833,13.65278,119,570,0
Gornja Prekopa,45.84528,15.37938,119,188,0
Gorenje Susice,45.72566,15.09376,119,205,0
Dvorska Vas,45.80972,14.63583,119,613,0
Dolnja Stara Vas,45.9,15.28333,119,217,0
Dolenje Kronovo,45.85,15.25,119,166,0
Buckovci,46.53333,16.05,119,248,0
Bozje,46.41667,15.41667,119,879,0
Murski Vrh,46.59968,16.06741,119,256,0
Ceste,46.21773,15.61659,119,273,0
Biska Vas,45.86999,15.07156,119,260,0
Cerovec pri Smarju,46.20482,15.49592,119,335,0
Pristava pri Polh. Gradcu,46.06779,14.31956,119,457,0
Velika Lasna,46.2,14.7,120,729,0
Rakovnik pri Sentrupertu,45.96094,15.09161,120,249,0
Popetre,45.49972,13.855,120,375,0
Lucova,46.83352,16.2106,120,311,0
Krivcevo,46.26667,14.66667,120,785,0
Gabrovica pri Komnu,45.80722,13.78111,120,281,0
Kale,46.30472,15.13,120,471,0
Podkraj,45.97389,14.46833,120,292,0
Froleh,46.64088,15.86345,120,314,0
Tolsti Vrh,45.8071,15.29134,121,318,0
Skoflje,45.65575,14.02319,121,357,0
Skofija,46.2,15.53333,121,361,0
Prapetno Brdo,46.10917,13.84722,121,649,0
Jelicni Vrh,45.98083,14.06333,121,682,0
Bistrica,45.96667,15.11667,121,283,0
Straza,46.09649,13.95536,121,254,0
Jelsevnik,45.57194,15.15456,121,173,0
Bruhanja Vas,45.83091,14.71944,121,438,0
Doblezice,46.12153,15.54109,121,322,0
Cesnjica,46.02795,14.61857,121,380,0
Sardinje,46.43422,16.11364,121,277,0
Straza na Gori,46.29261,15.3838,121,413,0
Sedina,46.27561,15.40469,121,329,0
Turno,46.17888,15.43864,121,319,0
Rove,46.3204,15.33314,121,348,0
Borovak pri Podkumu,46.07569,15.05867,121,725,0
Brise,46.15399,14.89641,121,497,0
Znojile,46.17963,14.99283,121,540,0
Osredek pri Zrecah,46.36709,15.38193,121,434,0
Trlicno,46.21453,15.77894,121,258,0
Velike Lese,45.87484,14.80845,122,281,0
Trata pri Velesovem,46.26505,14.4593,122,416,0
Terbegovci,46.54639,16.01984,122,218,0
Svetina,46.1875,15.30333,122,680,0
Strekljevec,45.6725,15.21528,122,276,0
Spodnji Gabernik,46.26667,15.56667,122,275,0
Lastomerci,46.63554,15.95004,122,241,0
Lahov Graben,46.09094,15.31554,122,694,0
Kunova,46.6,15.93333,122,241,0
Grgarske Ravne,46.03194,13.6725,122,554,0
Gornji Zemon,45.53444,14.28167,122,484,0
Kamna Gora,46.32264,15.38938,122,632,0
Imenje,46.01091,13.55188,122,235,0
Loce,46.28297,15.25795,122,275,0
Drazevnik,46.04612,14.41887,122,409,0
Cerej,45.58908,13.75956,122,117,0
Dobletina,46.31043,14.94212,122,351,0
Velicane,46.47491,16.17264,122,232,0
Male Rodne,46.22954,15.60327,122,304,0
Prnek,46.22644,15.63175,122,346,0
Lase,46.23629,15.57028,122,270,0
Serovo,46.21452,15.55237,122,258,0
Veliki Locnik,45.9,14.60222,123,567,0
Veliki Dol,45.77028,13.75194,123,213,0
Trenta,46.38333,13.75,123,667,0
Preloka,45.46667,15.35,123,185,0
Podgora,45.82639,14.70111,123,462,0
Koble,46.31583,15.5025,123,285,0
Grusena,46.6524,15.57118,123,326,0
Gorenji Vrsnik,46.02449,14.08697,123,723,0
Globel,45.76056,14.60028,123,611,0
Crneca Vas,45.8285,15.45866,123,374,0
Businja Vas,45.68333,15.28333,123,329,0
Blagovica,46.17694,14.80722,123,413,0
Ribnica,45.85833,15.66667,123,210,0
Vojna Vas,45.57332,15.20206,123,161,0
Hercegovscak,46.6757,15.97311,123,284,0
Stolnik,46.25162,14.58804,123,457,0
Lig,46.10503,13.61032,123,483,0
Lavrovec,46.02481,14.18435,123,794,0
Stanovno,46.46326,16.13669,123,234,0
Zegar,46.1334,15.45453,123,544,0
Dobrusa,46.1776,14.48315,123,331,0
Spodnja Backova,46.63817,15.87685,123,257,0
Selscek,45.8325,14.39556,124,792,0
Plodrsnica,46.64533,15.76682,124,340,0
Pilstanj,46.10056,15.52583,124,405,0
Mali Obrez,45.91197,15.65611,124,168,0
Gozd,45.90611,13.95833,124,809,0
Hrusevlje,46.01799,13.50456,124,141,0
Glogov Brod,45.94555,15.59545,124,160,0
Bodkovci,46.49245,16.00216,124,249,0
Kred,46.25039,13.51257,124,506,0
Sutna,45.85704,15.49442,124,190,0
Podcerkev,45.70578,14.44541,124,568,0
Vrh pri Sentjerneju,45.83782,15.32662,124,201,0
Ugovec,46.38627,15.48139,124,341,0
Doslovce,46.41746,14.19396,124,1007,0
Brezje pri Poljcanah,46.31592,15.6023,124,309,0
Zvirce,45.78389,14.82556,125,441,0
Zarecica,45.55889,14.22667,125,405,0
Spodnja Senarska,46.55,15.88333,125,226,0
Merce,45.70028,13.90028,125,398,0
Jelse,45.9,15.46667,125,153,0
Dole,45.98139,14.10611,125,842,0
Malovse,45.90276,13.78921,125,166,0
Zagolic,45.89175,13.99086,125,691,0
Otemna,46.30136,15.24822,125,329,0
Imovica,46.15475,14.67629,125,326,0
Spodnji Tustanj,46.13028,14.71968,125,366,0
Rovisce pri Studencu,45.95354,15.35412,125,305,0
Sv. Jernej nad Muto,46.64592,15.14618,125,894,0
Zlabor,46.31667,14.95,126,343,0
Zgornji Gasteraj,46.63609,15.78241,126,307,0
Staje,45.95611,14.51583,126,323,0
Srebotje,46.67237,15.70944,126,356,0
Skofja Riza,46.11681,15.04228,126,660,0
Sela pri Sumberku,45.89667,14.89167,126,416,0
Lemberg pri Smarju,46.24833,15.55389,126,268,0
Brebovnica,46.06454,14.17604,126,567,0
Vrh pri Visnji Gori,45.97139,14.74583,126,613,0
Curnovec,45.97704,15.60576,126,261,0
Vopovlje,46.22537,14.49749,126,359,0
Vinja Vas,45.73265,15.22085,126,524,0
Cerovec Stanka Vraza,46.47781,16.16422,126,274,0
Dobrava,46.41783,16.14372,126,245,0
Studenec,45.91636,14.99908,126,295,0
Pestike,46.34903,16.03596,126,272,0
Ceplje,46.24336,14.9778,126,335,0
Rakovci,46.49298,16.0585,126,280,0
Rakitovec,45.46917,13.97083,127,526,0
Preloge pri Smarju,46.23333,15.55,127,237,0
Praprotno,46.2,14.26667,127,461,0
Podgrad,45.73333,15.2,127,441,0
Podgorje ob Sevnicni,46.06667,15.35,127,509,0
Novi Lazi,45.57222,14.8475,127,541,0
Martinja Vas pri Mokronogu,45.95,15.13333,127,246,0
Dolenji Maharovec,45.85,15.3,127,170,0
Belo,46.23167,15.55194,127,227,0
Veliki Dol,46.02476,15.53588,127,383,0
Tomazja Vas,45.87903,15.29795,127,171,0
Sentlovrenc,45.94135,14.94588,127,310,0
Strmec nad Dobrno,46.37738,15.21083,127,1038,0
Stranske Makole,46.32198,15.65957,127,280,0
Strmec,46.4,14.76667,128,1254,0
Prosecka Vas,46.78167,16.13944,128,291,0
Poljana,46.54528,14.87306,128,452,0
Pocakovo,46.05,15.11667,128,482,0
Locic,46.51667,15.91667,128,222,0
Dedni Dol,45.96222,14.74444,128,478,0
Zitkovci,46.64139,16.37639,128,165,0
Gorenje pri Divaci,45.69167,13.94472,128,421,0
Cetore,45.50095,13.65425,128,131,0
Seniski Breg,46.108,13.70442,128,455,0
Pongrce,46.38945,15.69866,128,242,0
Grdina,46.29379,15.73156,128,364,0
Nebova,46.55387,15.7289,128,327,0
Cesca Vas,45.80032,15.1271,128,174,0
Radez,46.06402,15.23457,128,528,0
Vrba,46.33954,15.24511,128,389,0
Obrezje pri Zidanem Mostu,46.08953,15.19966,128,371,0
Zgornji Razbor,46.46482,14.98991,129,937,0
Zavratec,45.99,14.13194,129,741,0
Velike Poljane,45.79611,14.68278,129,608,0
Tublje pri Hrpeljah,45.595,13.97222,129,504,0
Suzid,46.24185,13.5515,129,247,0
Roginska Gorca,46.18333,15.56667,129,313,0
Psata,46.26667,14.51667,129,692,0
Pluznje,46.08566,13.98058,129,481,0
Panece,46.09133,15.28233,129,487,0
Gore,46.0032,14.05642,129,836,0
Bozakovo,45.64658,15.38158,129,178,0
Bolehnecici,46.55417,16.05722,129,194,0
Kupcinji Vrh,46.27781,15.73943,129,464,0
Lacaves,46.45143,16.2444,129,219,0
Paridol,46.14853,15.42096,129,575,0
Barislovci,46.37164,15.83333,129,229,0
Krnice,46.11939,15.1101,129,445,0
Zgornje Roje,46.25,15.13333,130,261,0
Petrovo Brdo,46.21667,14,130,845,0
Jamna,46.56667,16.03333,130,202,0
Dvor pri Polhovem Gradcu,46.06667,14.35,130,338,0
Drobtinci,46.70027,15.84788,130,223,0
Dragotinci,46.58361,16.03639,130,203,0
Zgornje Negonje,46.26743,15.62572,130,448,0
Kregarjevo,46.26355,14.59476,130,481,0
Mamolj,46.06721,14.91354,130,439,0
Nova Vas,46.30876,14.42256,130,514,0
Osredek pri Krmelju,46.03377,15.13538,130,621,0
Trnovec,46.03751,15.38124,130,419,0
Puscava,45.95671,15.12398,130,235,0
Zgornje Laze,46.32291,15.53405,130,277,0
Vrsno,46.22455,13.64455,131,594,0
Velika Dobrava,45.9575,14.78056,131,519,0
Pec,45.96667,14.7,131,404,0
Kovacevci,46.79667,16.12389,131,343,0
Javorje,45.55028,14.1,131,597,0
Harje,46.1372,15.25409,131,277,0
Cekovnik,45.98667,13.96472,131,664,0
Cundrovec,45.92994,15.61146,131,152,0
Brvace,45.965,14.64548,131,335,0
Marinca Vas,45.8752,14.82223,131,326,0
Sv. Jurij,46.25106,15.74492,131,327,0
Kalse,46.44019,15.57255,131,649,0
Zgornji Drazen Vrh,46.67215,15.78847,131,335,0
Zgornja Draga,45.9415,14.77026,132,385,0
Vodranci,46.43154,16.25531,132,216,0
Vetrnik,46.06667,15.51667,132,585,0
Radvenci,46.61667,15.95,132,246,0
Morava,45.55111,14.8625,132,539,0
Ljubinj,46.19519,13.7907,132,1277,0
Kokorici,46.55528,16.09861,132,189,0
Brezovica pri Mirni,45.93826,15.04028,132,272,0
Drenovec pri Bukovju,46.02427,15.70606,132,185,0
Orehovski Vrh,46.63946,15.98403,132,274,0
Cresnjice,45.84465,15.19587,132,321,0
Popovci,46.35896,15.84859,132,237,0
Breg pri Konjicah,46.33299,15.4493,132,301,0
Sela pri Kamniku,46.23647,14.68679,133,526,0
Konjski Vrh,46.4,14.8,133,1321,0
Hermanci,46.48065,16.22698,133,254,0
Volog,46.28289,14.87583,133,389,0
Klenovik,45.93782,15.25175,133,320,0
Pristava,46.27482,15.33166,133,274,0
Srednja Dobrava,46.30549,14.22135,134,497,0
Slivna,46.11667,14.81667,134,553,0
Mace,46.31667,14.41667,134,636,0
Krize,46.01667,15.56667,134,493,0
Kovk,45.91389,13.92972,134,827,0
Hrastje pri Cerkljah,45.9,15.5,134,154,0
Gornja Kosana,45.68474,14.12061,134,587,0
Gorenja Pirosica,45.8735,15.53874,134,220,0
Dolenje Susice,45.73333,15.08333,134,256,0
Kot pri Prevaljah,46.51361,14.92778,134,663,0
Podjelovo Brdo,46.10662,14.04239,134,865,0
Rozicno,46.23643,14.67973,134,484,0
Spodnji Kljucarovci,46.4511,16.11115,134,228,0
Pijovci,46.25079,15.53836,134,302,0
Vrh nad Laskim,46.12908,15.28201,134,547,0
Spodnje Partinje,46.57898,15.78275,134,247,0
Zgornje Verjane,46.57348,15.89222,135,235,0
Zdole,46.09056,15.55198,135,428,0
Spodnja Selnica,46.55215,15.51193,135,289,0
Plac,46.6615,15.60282,135,373,0
Lipsenj,45.75167,14.42611,135,554,0
Kozminci,46.3,15.85,135,258,0
Ivanovci,46.73306,16.24028,135,318,0
Gora pri Pecah,46.13333,14.8,135,558,0
Dolnje Cerovo,45.97889,13.55306,135,104,0
Dolge Njive,46.53028,15.81306,135,373,0
Dole pri Polici,45.99278,14.66861,135,492,0
Cerkvenjak,46.57056,15.94361,135,318,0
Baca pri Modreju,46.15381,13.77197,135,255,0
Rozni Vrh,46.30242,15.26024,135,361,0
Zgornja Pristava,46.33098,15.4079,135,617,0
Polzanska Gorca,46.2635,15.51023,135,279,0
Grm,45.89457,15.05041,135,261,0
Verpete,46.33385,15.32348,135,332,0
Zavrh pri Galiciji,46.30815,15.21565,135,356,0
Podroje,46.02257,14.81752,135,346,0
Tomaska Vas,46.48072,15.12443,135,460,0
Ravne,45.94385,13.80817,136,1161,0
Gorenja Dobrava,46.09084,14.15493,136,432,0
Dolenji Suhadol,45.8,15.28333,136,334,0
Crmosnjice,45.68333,15.1,136,463,0
Jelendol,46.41501,14.38911,136,1210,0
Zagajski Vrh,46.64403,15.90663,136,262,0
Barizoni,45.59007,13.73366,136,76,0
Gorenja Vas pri Leskovcu,45.92563,15.45579,136,197,0
Sedem,46.03895,15.45835,136,409,0
Mihalovci,46.45379,16.16537,136,254,0
Planica,46.47202,15.56919,136,712,0
Drozanje,46.02829,15.3109,136,404,0
Modric,46.41082,15.4694,136,689,0
Hrastje,46.14902,15.46956,136,421,0
Kameno,46.23198,15.41263,136,289,0
Draga,46.14783,14.35321,136,389,0
Na Logu,46.13438,14.21507,136,558,0
Senovica,46.231,15.49249,136,250,0
Grahovse,46.36725,14.37667,136,1013,0
Krivi Vrh,46.64172,15.85125,136,335,0
Babna Brda,46.17867,15.49344,136,380,0
Grabe,46.39706,16.25569,136,183,0
Zalog,45.79398,15.12036,137,168,0
Velika Stara Vas,45.97917,14.67472,137,363,0
Planina pri Cerknem,46.11667,14,137,581,0
Pernice,46.63333,15.1,137,1111,0
Log pod Mangartom,46.40194,13.59694,137,620,0
Gozd,46.25,14.66667,137,805,0
Gorenja Kanomlja,46.04083,13.94222,137,623,0
Krska Vas,45.88597,14.7952,137,289,0
Golice,46.23667,14.79603,137,1112,0
Gorica,46.13782,14.72717,137,364,0
Sela,46.12676,15.58278,137,198,0
Dobro Polje,46.32118,14.22598,137,458,0
Vojsko,46.14782,14.49223,137,324,0
Sprinc,46.50756,16.25825,137,234,0
Zirovski Vrh Sv. Urbana,46.0721,14.15451,137,694,0
Trnovo ob Soci,46.28003,13.55151,138,330,0
Neradnovci,46.84889,16.17976,138,310,0
Grahovo ob Baci,46.15389,13.86194,138,290,0
Odrga,45.90083,15.0156,138,362,0
Jakob pri Sentjurju,46.18278,15.39944,138,306,0
Drnovk,46.00567,13.52442,138,152,0
Gorce,46.62169,14.96168,138,415,0
Zloganje,45.91664,15.2856,138,198,0
Zalog pri Skofljici,45.97565,14.58362,138,337,0
Smolinci,46.54408,15.97089,138,269,0
Sv. Barbara,46.11967,14.32205,139,613,0
Sromlje,45.98333,15.6,139,273,0
Podzemelj,45.61338,15.26793,139,167,0
Padeski Vrh,46.41667,15.38333,139,769,0
Klece pri Dolu,46.08333,14.66667,139,261,0
Breg,46.04611,15.24056,139,225,0
Rizana,45.54389,13.84861,139,68,0
Lopaca,46.12552,15.47742,139,532,0
Hrusevica,45.80972,13.82833,139,291,0
Sveti Stefan,46.18625,15.49325,139,364,0
Jesovec pri Kozjem,46.0777,15.57451,139,325,0
Bobovek,46.27411,14.36466,139,415,0
Curile,45.6568,15.33327,139,190,0
Dolenje Vrhpolje,45.82177,15.33566,139,233,0
Zagaj,46.04667,15.65513,139,297,0
Robanov Kot,46.39058,14.69048,139,721,0
Praprece pri Strazi,45.77317,15.10284,139,182,0
Zgornji Gabernik,46.27722,15.5725,140,426,0
Trpcane,45.52694,14.31694,140,421,0
Levanjci,46.48528,15.9125,140,230,0
Gornje Lozine,45.69222,14.80167,140,485,0
Delnice,46.15,14.2,140,591,0
Boletina,46.25668,15.45674,140,369,0
Slaptinci,46.56722,16.04833,140,208,0
Lobcek,45.93581,14.68875,140,364,0
Idrijske Krnice,46.05308,13.96386,140,963,0
Repisce,46.34208,15.95404,140,270,0
Lemberg pri Novi Cerkvi,46.32087,15.24523,140,327,0
Zagrad,46.53332,14.92757,140,615,0
Nadole,46.28764,15.76728,140,342,0
Zavrse pri Grobelnem,46.22239,15.44469,140,300,0
Brezje pri Oplotnici,46.38322,15.41848,140,380,0
Velike Lipljene,45.9057,14.64041,141,511,0
Mala Vas,45.85161,14.70898,141,441,0
Jagoce,46.16812,15.23786,141,230,0
Hrast pri Vinici,45.48333,15.23333,141,265,0
Gatina,45.94611,14.68056,141,330,0
Crni Potok pri Kocevju,45.59111,14.8975,141,469,0
Spodnje Laze,46.30303,15.54196,141,295,0
Zgornje Gradisce,46.66488,15.75066,141,318,0
Vincarje,46.17267,14.27209,141,403,0
Zgornje Tinsko,46.17056,15.5375,142,229,0
Velike Grahovse,46.13906,15.32105,142,584,0
Staro Selo,46.24677,13.53156,142,236,0
Skrbina,45.84194,13.73389,142,336,0
Primostek,45.63333,15.3,142,168,0
Podveza,46.34844,14.68802,142,1785,0
Podpec,45.83917,14.685,142,497,0
Dravce,46.58333,15.13333,142,514,0
Borjana,46.25917,13.4775,142,561,0
Koprivnica,46.03535,15.54033,142,316,0
Desnjak,46.49133,16.133,142,254,0
Tuncovec,46.23983,15.66925,142,227,0
Tepanjski Vrh,46.34522,15.45597,142,345,0
Stefan pri Trebnjem,45.90989,14.98648,142,278,0
Strmica,45.95631,14.23976,142,428,0
Buseca Vas,45.86848,15.51987,142,155,0
Stogovci,46.69694,15.84611,143,226,0
Smiklavz,46.45,15.13333,143,528,0
Pako,45.93944,14.36778,143,288,0
Kolovrat,46.17056,14.87417,143,536,0
Drezniske Ravne,46.27111,13.61083,143,649,0
Dankovci,46.76667,16.16667,143,291,0
Vihre,45.91743,15.53167,143,149,0
Spodnje Loke,46.16768,14.76463,143,386,0
Dilce,45.76834,14.13643,143,540,0
Jelovo,46.07343,15.15203,143,393,0
Zgornji Kozji Vrh,46.59753,15.27407,143,445,0
Dobravica,45.84551,15.32113,143,179,0
Sturmovci,46.37832,15.91195,143,212,0
Dvor,46.10368,14.44176,143,353,0
Senuse,45.93333,15.43333,144,188,0
Presika,46.50045,16.2382,144,239,0
Podlanisce,46.11667,14.01667,144,781,0
Hrenca,46.56667,15.71667,144,377,0
Gradisce pri Materiji,45.55083,14.06472,144,594,0
Gornji Crnci,46.74028,16.02778,144,232,0
Prerad,46.44112,16.01368,144,288,0
Juvanje,46.33739,14.8574,144,419,0
Potok,46.29184,14.93271,144,407,0
Potok pri Dornberku,45.87005,13.73051,144,214,0
Jablanica,46.01281,15.22425,144,389,0
Prepuz,46.35349,15.5229,144,307,0
Botricnica,46.23013,15.40004,144,281,0
Forme,46.19126,14.32076,144,369,0
Suha,46.1649,14.32691,144,343,0
Jezero,45.89022,15.06582,144,297,0
Gozd-Reka,46.01485,14.76146,144,517,0
Medribnik,46.32299,16.00515,144,248,0
Trnovec pri Dramljah,46.25444,15.39,145,279,0
Studenice,46.30278,15.61361,145,252,0
Razgor,46.27042,15.34579,145,296,0
Lipovec,45.71484,14.77692,145,480,0
Spodnje Brezovo,45.96028,14.72222,145,455,0
Sajevec,45.74113,14.70403,145,496,0
Smalcja Vas,45.84886,15.3305,145,170,0
Radana Vas,46.36605,15.40402,145,368,0
Poljane,46.3411,14.89415,145,631,0
Baredi,45.51597,13.67915,145,141,0
Rucetna Vas,45.61667,15.16667,146,188,0
Preloge,46.36667,15.51667,146,308,0
Otalez,46.08333,13.98333,146,469,0
Kreplje,45.74417,13.83722,146,304,0
Grmovlje,45.90107,15.31614,146,191,0
Grlinci,46.50333,15.94556,146,225,0
Gazice,45.86667,15.5,146,149,0
Bukovscica,46.21667,14.26667,146,657,0
Berkovci,46.55278,16.08306,146,189,0
Cerovec,46.25355,15.36171,146,285,0
Zlakova,46.38667,15.40417,147,542,0
Zgornja Kostrivnica,46.26306,15.59389,147,289,0
Zarecje,45.57361,14.21028,147,436,0
Spodnji Ivanjci,46.59556,15.98139,147,210,0
Spodnje Prebukovje,46.41667,15.56667,147,414,0
Spodnja Lusa,46.18233,14.23164,147,580,0
Pungert,46.15223,14.33175,147,418,0
Lenart pri Gornjem Gradu,46.3,14.78333,147,551,0
Hrusica,45.78431,15.24512,147,329,0
Hocevje,45.87028,14.75611,147,477,0
Fojana,45.99639,13.50083,147,112,0
Famlje,45.66175,14.02122,147,372,0
Dolenje Mokro Polje,45.83333,15.28333,147,180,0
Bodislavci,46.50893,16.05982,147,247,0
Ribcev Laz,46.25853,13.85914,147,1116,0
Nezbise,46.19806,15.6084,147,204,0
Kladje nad Blanco,45.99871,15.40995,147,226,0
Glinek,45.96929,14.58308,147,314,0
Mizni Dol,45.9829,14.22422,147,615,0
Orehovica,46.17125,14.9101,147,397,0
Zilje,45.47179,15.30063,148,276,0
Veliko Tinje,46.41222,15.51222,148,654,0
Veliki Cerovec,45.74306,15.22979,148,478,0
Centur,45.50583,13.77222,148,143,0
Sentjungert,46.29322,15.22369,148,362,0
Pobrez,46.35889,15.46528,148,305,0
Mance,45.82,13.94083,148,129,0
Koritnica,46.16889,13.87111,148,317,0
Jablanica,45.54139,14.29361,148,426,0
Jablan,45.83333,15.1,148,283,0
Hrastje ob Bistrici,46.06667,15.63333,148,303,0
Zgornji Log,46.08333,14.83333,148,247,0
Rjavica,46.22361,15.65167,148,261,0
Turiska Vas,46.47015,15.13242,148,479,0
Sobenja Vas,45.86466,15.58655,148,282,0
Gore,46.11435,15.16079,148,848,0
