Kraj,X,Y,Pop,NMV,SUM
Gomilci,46.49126,15.90014,65,274,0
Studenec pri Krtini,46.14196,14.67608,65,336,0
Dolenja Vas pri Raki,45.91697,15.3642,65,172,0
Ples,46.13901,14.78921,65,431,0
Skorisnjak,46.31483,15.95314,65,313,0
Gracic,46.37009,15.41523,65,451,0
Kocarija,45.83145,15.39906,65,245,0
Brezovska Gora,45.94439,15.43099,65,257,0
Veliko Polje,45.76778,13.97583,66,561,0
Strmica,46.22834,14.27108,66,539,0
Socerga,45.46444,13.89472,66,297,0
Materija,45.58139,13.99667,66,515,0
Loncarovci,46.76889,16.27,66,276,0
Kukec,46.75143,16.21919,66,288,0
Krcevina,46.43301,16.20914,66,245,0
Kolovec,46.19572,14.65498,66,459,0
Jerneja Vas,45.55362,15.15325,66,155,0
Hrib pri Kamniku,46.23972,14.65415,66,582,0
Grabonoski Vrh,46.57472,15.96832,66,259,0
Gorenji Maharovec,45.84094,15.30815,66,186,0
Drevenik,46.27743,15.59555,66,584,0
Dolina,46.4,14.33333,66,1043,0
Selo pri Mirni,45.97417,15.02889,66,385,0
Podlog,45.52821,15.18814,66,151,0
Artiza Vas,45.92816,14.82373,66,348,0
Decja Vas pri Zagradcu,45.84707,14.83868,66,445,0
Ilovka,46.26514,14.36975,66,409,0
Hlevise,46.00623,14.15518,66,719,0
Brdo,45.88129,13.72851,66,96,0
Pangrc Grm,45.77143,15.2634,66,318,0
Majcni,45.74452,13.93585,66,370,0
Urh,46.43082,15.50537,66,902,0
Dolenja Dobrava,45.89643,15.07872,66,352,0
Vesca,46.15225,14.50894,66,351,0
Samotorica,46.03544,14.26285,66,713,0
Ruse,46.26492,15.19668,66,276,0
Leskovica pri Smartnem,46.01074,14.85829,66,443,0
Mali Hrib,46.21347,14.76952,66,537,0
Gorenje Radulje,45.94585,15.32635,66,260,0
Lipa,46.36819,15.35148,66,504,0
Cerovec pri Trebelnem,45.88882,15.11716,66,398,0
Zgornja Rocica,46.63049,15.85527,67,300,0
Srednja Vas,45.66417,15.10861,67,446,0
Sodna Vas,46.17576,15.59161,67,290,0
Pri Cerkvi-Struge,45.78167,14.77472,67,417,0
Preloze,45.60266,14.13168,67,681,0
Podjelje,46.31667,13.96667,67,1038,0
Mala Pristava,45.65,14.16333,67,440,0
Log Cezsoski,46.31063,13.4901,67,346,0
Lipica,45.66722,13.8825,67,405,0
Javorje,46.00083,14.85,67,486,0
Hrvaski Brod,45.86667,15.35,67,150,0
Galusak,46.55,15.98333,67,272,0
Oklukova Gora,45.97525,15.56729,67,265,0
Osredke,46.10873,14.68306,67,348,0
Lanise,46.08249,14.02619,67,700,0
Razpotje,46.01305,13.98075,67,454,0
Gricek pri Zeljnah,45.65714,14.87971,67,476,0
Spodnje Dule,45.96271,15.43723,67,419,0
Laska Vas,46.12326,15.32229,67,469,0
Plemberk,45.76383,15.21621,67,310,0
Gradnik,45.66831,15.24237,67,276,0
Migolica,45.96191,15.04362,67,315,0
Palovice,46.35629,14.24854,67,546,0
Zabork,46.37634,15.35046,67,594,0
Liberga,46.02755,14.90826,67,517,0
Ljubicno,46.29538,15.55933,67,426,0
Roje pri Catezu,45.95133,14.97301,67,405,0
Zaplana - Del,45.95001,14.20583,67,528,0
Dolenje Polje,45.77682,15.04994,67,401,0
Spodnje Laze,46.38749,14.05648,67,752,0
Vrhpolje,45.63,13.93111,68,536,0
Velika Ilova Gora,45.89972,14.73583,68,510,0
Tolminski Lom,46.12861,13.74722,68,618,0
Savica,46.27296,13.92579,68,511,0
Plat,46.5,14.86667,68,587,0
Nasirec,45.61611,13.91222,68,474,0
Mrzlo Polje,46.11048,15.36287,68,418,0
Laze,45.70138,15.13538,68,334,0
Skrovnik,45.96193,15.16767,68,239,0
Suhadol,46.3039,15.4636,68,464,0
Podgorje pri Letusu,46.31706,15.00828,68,463,0
Voglje,45.73139,13.8075,69,367,0
Rapljevo,45.76278,14.78944,69,452,0
Prelasko,46.11056,15.60444,69,191,0
Otok,45.61667,15.3,69,134,0
Mali Kal,45.86491,15.1183,69,286,0
Malenska Vas,45.84874,15.0891,69,241,0
Hlavce Njive,46.11667,14.13333,69,557,0
Golac,45.51306,14.06667,69,649,0
Bukovje,46.03333,15.7,69,409,0
Bokraci,46.73251,16.19603,69,269,0
Bloska Polica,45.76222,14.46917,69,719,0
Prikrnica,46.15029,14.71746,69,382,0
Praprece,45.83861,14.91722,69,224,0
Brezje pri Bojsnem,45.97539,15.65969,69,234,0
Dramlja,45.98007,15.68103,69,216,0
Jezerce pri Smartnem,46.30909,15.24772,69,392,0
Sela pri Otovcu,45.59952,15.16254,69,197,0
Studenca,46.24766,14.68362,69,774,0
Zaga,46.28425,14.66496,69,1415,0
Predloka,45.54031,13.87846,69,99,0
Podigrac,46.67398,15.61657,69,323,0
Brezovo,46.0089,15.00372,69,626,0
Strezetina,46.45101,16.14445,69,283,0
Pristavica,46.20583,15.64137,69,222,0
Kupetinci,46.58298,16.07445,69,223,0
Korpule,46.22694,15.53611,69,270,0
Breg ob Bistrici,46.32513,14.28873,69,479,0
Vrhovo pri Mirni Peci,45.83045,15.08918,69,280,0
Dobriska Vas,46.36276,15.4546,69,312,0
Gradisce pri Trebnjem,45.91998,15.06947,69,376,0
Poljane,46.14822,14.01108,69,650,0
Dobovec pri Ponikvi,46.26857,15.46315,69,285,0
Vecje Brdo,46.12632,15.38557,69,494,0
Zazid,45.50194,13.93139,70,383,0
Stari Log,45.72333,14.91917,70,385,0
Runarsko,45.77111,14.54389,70,764,0
Repce,45.98583,14.63083,70,474,0
Osredek pri Podsredi,46.01667,15.61667,70,655,0
Orehovci,46.64418,16.00058,70,228,0
Kastelec,45.58111,13.87278,70,319,0
Kalobje,46.16722,15.39444,70,609,0
Hinje,45.76556,14.88222,70,501,0
Erzelj,45.83278,13.91028,70,348,0
Dobropolje,45.56639,14.2175,70,420,0
Banuta,46.6025,16.41194,70,161,0
Bojanji Vrh,45.91126,14.81592,70,326,0
Tuji Grm,46.059,14.72933,70,623,0
Jelovice,46.31478,15.74631,70,435,0
Brezovica pri Metliki,45.68826,15.29817,70,339,0
Hrib,46.30195,14.42878,70,476,0
Oskorsnica,45.65789,15.20719,70,217,0
Podgrad na Pohorju,46.41316,15.4467,70,675,0
Pekel,45.91763,15.00428,70,284,0
Smaver,45.87135,15.02386,70,371,0
Zahomce,46.22392,14.96203,70,590,0
Vrbicje,45.9199,14.61758,70,376,0
Zgornja Sveca,46.3071,15.71974,70,303,0
Zgornje Vrtice,46.66152,15.6173,71,363,0
Ponikve pri Studencu,45.98333,15.36667,71,269,0
Knezja Vas,45.89972,14.95194,71,295,0
Cesta,45.96667,15.46667,71,326,0
Bobovo pri Ponikvi,46.26639,15.50972,71,307,0
Malo Polje,45.89095,14.02484,71,686,0
Goricice,45.73593,14.43265,71,605,0
Doblicka Gora,45.5627,15.13747,71,281,0
Zapudje,45.49436,15.15542,71,546,0
Hobovse pri Stari Oselici,46.08365,14.07464,71,617,0
Murave,46.16109,14.16857,71,775,0
Hoticna,45.57661,14.0267,71,583,0
Kosec,46.25377,13.63508,71,1000,0
Skedenj,46.30316,15.434,71,372,0
Jerman Vrh,45.92373,15.31343,71,265,0
Papirnica,46.18315,14.30802,71,374,0
Svetli Dol,46.18166,15.32123,71,509,0
Rozni Vrh,45.91254,14.99285,71,290,0
Kostrevnica,46.13415,14.88012,71,465,0
Hmeljcic,45.87243,15.11962,71,273,0
Nova Vas pri Smarju,46.25507,15.52352,71,274,0
Preska pri Dobrnicu,45.87179,14.97377,71,245,0
Potok,46.21953,14.6968,71,434,0
Zamenci,46.44057,15.9759,72,214,0
Veliki Cirnik,45.98333,15.13333,72,291,0
Topol pri Begunjah,45.80816,14.4066,72,617,0
Senadole,45.72028,13.98667,72,478,0
Ravne na Blokah,45.75389,14.5425,72,778,0
Psajnovica,46.2,14.75,72,620,0
Paradisce,45.97833,14.62917,72,396,0
Orehek,46.14083,13.93306,72,623,0
Magozd,46.2693,13.59389,72,594,0
Idrijski Log,45.95278,14.03306,72,716,0
Sedlarjevo,46.10028,15.61861,72,182,0
Sentjurje,45.95114,14.90709,72,322,0
Vrhpolje pri Sentvidu,45.93891,14.82201,72,319,0
Lokve,46.01876,15.5065,72,290,0
Gabrovec pri Kostrivnici,46.26509,15.58575,72,288,0
Podturn,46.26254,15.57642,72,256,0
Skovec,45.94858,15.18593,72,308,0
Stara Gora,46.55034,16.03126,72,257,0
Tomaz nad Vojnikom,46.28803,15.32598,72,332,0
Raskovec,46.37273,15.47569,72,328,0
Stangarske Poljane,46.03638,14.7832,72,304,0
Grusovlje,46.31789,14.88118,72,378,0
Ples,46.07422,15.65275,72,220,0
Kosarovci,46.75659,16.20131,72,319,0
Zgornja Radovna,46.43333,13.93333,73,840,0
Vas,45.47472,14.86917,73,271,0
Studenec,45.76639,14.14861,73,555,0
Puscava,46.55,15.41667,73,385,0
Psevo,46.23333,14.31667,73,440,0
Pozeg,46.43333,15.63333,73,281,0
Gradin,45.45667,13.84694,73,474,0
Rupe,46.31391,15.23316,73,462,0
Osredek pri Dobrovi,46.08646,14.37252,73,560,0
Cirkuse v Tuhinju,46.21839,14.78608,73,572,0
Krnica,45.5468,13.86164,73,136,0
Montinjan,45.51808,13.79495,73,142,0
Cuber,46.49443,16.18521,73,263,0
Verdun,45.77611,15.21358,73,279,0
Prezrenje,46.29623,14.24367,73,482,0
Mrtovec,46.02999,15.24956,73,279,0
Presna Loka,46.03428,15.33485,73,325,0
Kraberk,46.29809,15.44878,73,396,0
Dragovsek,46.04404,14.78139,73,353,0
Viselnica,46.38264,14.07361,73,610,0
Poljane pri Mirni Peci,45.89081,15.09137,73,337,0
Imenska Gorca,46.13991,15.58618,73,322,0
Veliki Nerajec,45.51166,15.1885,74,157,0
Slope,45.61528,13.98556,74,643,0
Podstenje,45.59879,14.22026,74,480,0
Podbela,46.24639,13.46083,74,285,0
Oselj,46.43333,15.53333,74,660,0
Dobrava,45.85667,14.96806,74,247,0
Bojtina,46.46667,15.5,74,975,0
Ajba,46.105,13.64611,74,229,0
Bukovje,46.5932,15.0471,74,484,0
Pescenik,45.9519,14.72744,74,435,0
Mlinsko,46.23688,13.58543,74,217,0
Lomno,45.97652,15.39004,74,331,0
Koritno,46.33391,15.71813,74,251,0
Hrib pri Orehku,45.78367,15.22274,74,277,0
Brezovec pri Polju,46.08702,15.5939,74,278,0
Turiska Vas na Pohorju,46.41592,15.51286,74,674,0
Zapuze,45.82001,15.29414,74,221,0
Visoce,46.09713,15.3849,74,512,0
Trnje,46.17933,14.29318,74,382,0
Ljubstava,46.34636,15.9082,74,291,0
Zvarulje,46.15288,14.86339,74,487,0
Selo pri Vranskem,46.25976,14.9603,74,501,0
Brinje,45.96821,15.08984,74,261,0
Gabrovlje,46.35535,15.41419,74,368,0
Kadrenci,46.56611,15.95434,74,287,0
Spodnje Pobrezje,46.30451,14.91416,75,371,0
Sinji Vrh,45.45361,15.17028,75,378,0
Sabonje,45.53361,14.18556,75,579,0
Misace,46.31667,14.21667,75,421,0
Lokvica,45.86056,13.60278,75,213,0
Lipa,45.78389,14.77528,75,433,0
Koprivnik,45.6025,15.03333,75,631,0
Konjsko,46,15.3,75,298,0
Gornji Ivanjci,46.60669,15.96391,75,216,0
Valicna Vas,45.86518,14.87201,75,401,0
Koreno,46.17848,14.73458,75,540,0
Sevno,45.83399,15.18881,75,214,0
Grabsinci,46.5276,16.01144,75,268,0
Podvine,46.10702,15.45137,75,438,0
Sv. Ozbolt,46.11328,14.28859,75,784,0
Zibiska Vas,46.19062,15.56907,75,208,0
Zgornji Prhovec,46.16474,14.9267,75,423,0
Strahovlje,46.13663,14.94142,75,548,0
Ledinica,46.05577,14.09191,75,565,0
Potok,45.47533,14.87455,75,228,0
Mala Piresica,46.27299,15.19342,75,264,0
Zgornja Breznica,46.33686,15.57579,76,276,0
Tusev Dol,45.58333,15.15,76,196,0
Trnovec pri Slovenski Bistrici,46.35639,15.65167,76,254,0
Spodnje Gorce,46.27833,15.0375,76,303,0
Obrne,46.31667,14.05,76,855,0
Mala Ilova Gora,45.88667,14.73417,76,490,0
Idrijska Bela,45.96255,13.95177,76,514,0
Gradenc,45.81417,14.90806,76,326,0
Gabrska Gora,46.14566,14.20801,76,869,0
Dobravlje,45.76694,13.88222,76,328,0
Dobravica,45.94333,14.54417,76,351,0
Deseca Vas,45.84889,14.89806,76,231,0
Cadraze,45.86667,15.3,76,151,0
Bistrica,46.28333,14.28333,76,386,0
Klopce,46.10806,14.69472,76,598,0
Preloze pri Lokvi,45.6525,13.93583,76,515,0
Dol pri Trebnjem,45.92889,15.03639,76,297,0
Gorenji Leskovec,46.02766,15.41811,76,290,0
Trebnja Gorica,45.89609,14.76268,76,469,0
Veliko Globoko,45.8661,14.81703,76,281,0
Mocila,46.07012,13.60476,76,282,0
Bezovica,45.52834,13.89197,76,110,0
Poletici,45.49112,13.86493,76,302,0
Cirje,45.92247,15.38603,76,203,0
Godnje,45.75181,13.84006,76,308,0
Osredek,46.17653,15.37517,76,364,0
Vodice pri Kalobju,46.14764,15.3645,76,543,0
Dolscaki,45.84671,14.58123,76,528,0
Potok,46.18031,14.10369,76,971,0
Jarcja Dolina,46.06378,14.0795,76,665,0
Loska Vas,45.77123,15.00483,76,470,0
Vinje pri Moravcah,46.15946,14.72765,76,376,0
Sela pri Dragatusu,45.52955,15.17073,76,149,0
Smartinske Cirkovce,46.39586,15.15243,76,750,0
Zavrc,46.39167,16.04972,77,202,0
Telce,45.95744,15.26111,77,481,0
Strmec pri Leskovcu,46.33857,15.92166,77,279,0
Srednji Gasteraj,46.62416,15.79495,77,317,0
Sentgotard,46.18954,14.90601,77,602,0
Pevno,46.18333,14.3,77,383,0
Krizan Vrh,46.06667,15.61667,77,403,0
Koretno,46.20716,15.56113,77,286,0
Kitni Vrh,45.88034,14.83566,77,361,0
Jakovica,45.86056,14.25333,77,488,0
Dolenja Pirosica,45.88333,15.53333,77,149,0
Govejk,46.02889,14.07333,77,764,0
Zabukovje,46.24865,14.31205,77,514,0
Marijina Vas,46.08753,15.35454,77,529,0
Sevce,46.13917,15.1938,77,229,0
Kloster,45.61778,15.23505,77,150,0
Mosenik,46.14561,14.78283,77,391,0
Prapretno,46.03517,15.23049,77,196,0
Biserjane,46.57223,16.0303,77,200,0
Zihlava,46.55169,16.04318,77,189,0
Mala Pristava,46.23768,15.52415,77,285,0
Kamni Potok,45.91844,14.97548,77,281,0
Belavsek,46.32622,15.95084,77,296,0
Globoce,46.31127,15.31139,77,319,0
Zgornji Tustanj,46.11981,14.72478,77,474,0
Dol pri Smarju,46.20749,15.52477,77,282,0
Jamnica,46.6,14.88333,78,821,0
Primca Vas,45.81917,14.82917,78,367,0
Cerkvisce,45.58333,15.26667,78,165,0
Vasca,46.2451,14.46942,78,389,0
Veliki Hrib,46.21198,14.77943,78,584,0
Zamarkova,46.57189,15.78976,78,236,0
Grusova,46.55537,15.75719,78,265,0
Zgornje Mladetice,45.97762,15.15581,78,281,0
Brdo,46.11493,15.40578,78,513,0
Osrecje,45.88967,15.27912,78,228,0
Knape,46.21834,14.25085,78,494,0
Limovce,46.20253,14.92465,78,800,0
Trebca Vas,45.83276,14.96309,78,273,0
Preserje pri Lukovici,46.15111,14.70273,78,389,0
Vinski Vrh pri Smarju,46.22195,15.51019,78,340,0
Straza pri Oplotnici,46.38202,15.47126,78,377,0
Sela,45.53291,14.69138,78,347,0
Spodnja Javorsica,46.11715,14.71225,78,595,0
Vratji Vrh,46.70402,15.79426,78,325,0
Smednik,45.90964,15.37607,79,181,0
Slatna,46.36744,14.22266,79,585,0
Reka,46.12167,13.92639,79,496,0
Polje pri Bistrici,46.06667,15.66667,79,175,0
Mali Otok,45.78139,14.17778,79,519,0
Kopacnica,46.13333,14.08333,79,735,0
Grobisce,45.75333,14.18333,79,525,0
Dolenje Lakovnice,45.75042,15.17381,79,255,0
Dolenje Brdo,46.12334,14.15299,79,551,0
Doblar,46.11972,13.68972,79,361,0
Prevole,45.77333,14.86083,79,478,0
Pangrsica,46.31056,14.3603,79,465,0
Gora,45.97049,15.45063,79,423,0
Zadovinek,45.93283,15.50058,79,155,0
Kerinov Grm,45.9051,15.49058,79,157,0
Zagradisce,46.03066,14.63375,79,368,0
Konec,45.72035,15.21206,79,605,0
Dolenje Radulje,45.93766,15.33769,79,223,0
Korita,45.8529,14.98289,79,253,0
Obrh,45.74856,15.03111,79,336,0
Strjanci,46.44361,16.05572,79,226,0
Zgornje Laze,46.39238,14.06157,79,762,0
Veliki Ban,45.80699,15.3876,80,738,0
Stavesinci,46.60562,15.98296,80,209,0
Spodnje Palovce,46.21667,14.66667,80,721,0
Nemilje,46.26667,14.21667,80,566,0
Lom,46.53333,14.85,80,607,0
Klavze,46.15996,13.80324,80,203,0
Dolnje Dobravice,45.63333,15.26667,80,165,0
Bistra,46.45,14.8,80,1087,0
Libanja,46.43703,16.172,80,214,0
Ohonica,45.90144,14.37411,80,342,0
Vonarje,46.17912,15.6185,80,215,0
Sovinek,45.64722,15.20678,80,198,0
Zgornje Selce,46.23288,15.44002,80,334,0
Zemono,45.85394,13.94773,80,111,0
Zavine,46.15226,14.97244,80,453,0
Locki Vrh,46.59524,15.91213,80,299,0
Bogneca Vas,45.89457,15.16061,80,399,0
Drecji Vrh,45.92099,15.17166,80,422,0
Krasna,46.30508,15.62735,80,254,0
Ravno,45.8957,15.37411,80,158,0
Brezje pri Dobjem,46.1248,15.39596,80,498,0
Strit,45.91667,15.33333,81,171,0
Sedlo,46.25472,13.44083,81,523,0
Rajec,45.85193,15.67367,81,208,0
Mali Gaber,45.93556,14.90167,81,322,0
Lopata,45.78194,14.9025,81,363,0
Gorice,45.77278,14.13028,81,543,0
Gorenja Vas,45.91778,14.80972,81,328,0
Dolnja Bitnja,45.61028,14.18444,81,418,0
Dolenje Kamenje,45.84945,15.15421,81,371,0
Dobje pri Lesicnem,46.11667,15.46667,81,425,0
Anhovo,46.05778,13.62116,81,100,0
Konj,46.09139,14.845,81,325,0
Brezje pri Lipoglavu,46.00083,14.63196,81,506,0
Mali Vrh pri Prezganju,46.00439,14.73302,81,675,0
Gostinca,46.13342,15.53814,81,424,0
Fost,46.40259,15.49245,81,475,0
Zgornja Nova Vas,46.42319,15.53736,81,601,0
Cakova,46.58039,16.0157,81,203,0
Volckova Vas,45.83241,15.35952,81,218,0
Planinska Vas,46.16971,15.03171,81,617,0
Skovec,45.94092,14.97473,81,303,0
Sovjak,46.53039,15.86595,81,271,0
Turjanski Vrh,46.61659,16.04944,81,263,0
Globoko pri Smarju,46.21905,15.49928,81,288,0
Cresnjevec ob Bistrici,46.05725,15.63196,81,238,0
Srednja Vas - Gorice,46.3201,14.35436,82,527,0
Rodine pri Trebnjem,45.91667,15.05,82,325,0
Gorenje Lakovnice,45.75,15.16667,82,250,0
Gorenje Brdo,46.13333,14.15,82,714,0
Boreca,46.8375,16.14333,82,362,0
Bicje,45.94762,14.60853,82,383,0
Bitnje,46.28327,13.95859,82,511,0
Osenca,46.21612,15.29038,82,319,0
Belcji Vrh,45.49424,15.2123,82,173,0
Komanija,46.04448,14.4273,82,314,0
Vojsko,46.03798,15.5492,82,423,0
Loke,45.94946,15.46485,82,234,0
Jurisna Vas,46.41969,15.52324,82,690,0
Gibina,46.52626,15.98446,82,270,0
Selsek,46.03726,14.88192,82,291,0
Cesnjice pri Zagradcu,45.86225,14.85333,82,298,0
Gorenji Podborst,45.85363,15.07754,82,284,0
Racki Vrh,46.61228,16.05188,82,264,0
Veliki Osolnik,45.85417,14.59778,83,616,0
Strmca,45.83167,14.19944,83,646,0
Stopnik,46.08778,13.8975,83,360,0
Sladka Gora,46.265,15.53389,83,301,0
Predjama,45.82542,14.0905,83,726,0
Hom,45.99959,15.09646,83,522,0
Gradisce pri Litiji,46.05,14.86667,83,296,0
Dolnja Lokvica,45.67443,15.28702,83,251,0
Dolenja Vas pri Mirni Peci,45.87494,15.09447,83,322,0
Brunska Gora,46.04685,15.18031,83,378,0
Cerkljanska Dobrava,46.23444,14.54167,83,378,0
Pesniski Dvor,46.59583,15.69028,83,251,0
Podklanec,45.48161,15.27761,83,316,0
Anovec,45.9771,15.5251,83,299,0
Trnovce,46.18713,14.71326,83,508,0
Ratanska Vas,46.24848,15.63066,83,278,0
Krajna Brda,46.00718,15.39901,83,298,0
Nova Vas pri Konjicah,46.32577,15.46365,83,296,0
Prapretno,46.07964,15.37668,83,599,0
Pustike,46.19726,15.56579,83,274,0
Mevkuz,46.38398,14.06596,83,639,0
Gorica,46.34383,14.19526,83,493,0
Brdce nad Dobrno,46.36532,15.24369,83,826,0
Zabukovje,45.98333,15.05,84,369,0
Vrh pri Ljubnu,45.77608,15.11697,84,209,0
Rob,45.84861,14.57222,84,506,0
Malo Tinje,46.4132,15.49162,84,652,0
Kristanci,46.5588,16.18487,84,177,0
Kokolajnscak,46.53172,16.0017,84,262,0
Gomila,45.93333,15.05,84,276,0
Cikecka Vas,46.72278,16.32139,84,221,0
Bojanci,45.50361,15.24972,84,276,0
Jesenica,46.15356,13.94788,84,750,0
Gric pri Doblicah,45.55225,15.11652,84,519,0
Petelinje,46.09818,14.66781,84,370,0
Gorenje Polje,46.06521,13.6228,84,173,0
Brstnik,46.17954,15.25076,84,416,0
Huda Jama,46.15914,15.18655,84,352,0
Stari Dvor,46.06866,15.13621,84,412,0
Zalose,46.30395,14.2455,84,393,0
Leskovec v Podborstu,46.02913,15.15542,84,641,0
Brezje ob Slomu,46.23972,15.42371,84,322,0
Gorenjski Vrh,46.35882,16.03469,84,300,0
Krizeca Vas,46.31204,15.61209,84,269,0
Benica,46.50796,16.49356,84,156,0
Veliki Okic,46.31599,15.96219,84,312,0
Srednji Lipovec,45.82016,14.99918,84,363,0
Vrhtrebnje,45.89215,15.00025,85,542,0
Sentpavel,46.01667,14.61667,85,334,0
Predole,45.90399,14.67049,85,473,0
Podkraj,46.51667,14.95,85,638,0
Podbeze,45.54833,14.15333,85,580,0
Cunkovci,46.41273,15.97905,85,212,0
Ludranski Vrh,46.43333,14.86667,85,1039,0
Loka,45.53667,13.88806,85,158,0
Lazise,46.1259,15.24353,85,530,0
Kal,45.67542,15.19885,85,503,0
Jablana,46.12361,14.95222,85,768,0
Ivanji Grad,45.81861,13.70833,85,286,0
Dezno pri Makolah,46.31667,15.7,85,288,0
Bukovje v Babni Gori,46.17639,15.47278,85,361,0
Krvavcji Vrh,45.65806,15.25972,85,211,0
Podskrajnik,45.79826,14.33291,85,567,0
Dolencice,46.15319,14.17027,85,605,0
Leskovca,46.13692,15.29439,85,480,0
Dol,46.1482,14.36841,85,333,0
Hotemez,46.05256,15.19656,85,208,0
Dolgi Vrh,46.3346,15.56345,85,311,0
Ledeca Vas,45.84491,15.36256,85,173,0
Gostece,46.14834,14.34147,85,443,0
Sela pri Volcah,46.13803,13.71431,85,219,0
Lukovek,45.9056,15.07649,85,359,0
Potarje,46.37807,14.34155,85,1015,0
Razdelj,46.32454,15.28675,85,369,0
Gorenje Polje,45.77339,15.04196,85,291,0
Kocevske Poljane,45.72251,15.04897,85,285,0
Skrljevo,45.97924,15.07634,85,280,0
Vitanjsko Skomarje,46.39771,15.32655,85,739,0
Veliko Crnelo,45.9275,14.79833,86,341,0
Podmelec,46.16667,13.81667,86,503,0
Peskovci,46.80694,16.25417,86,253,0
Onkraj Meze,46.52643,14.86833,86,685,0
Ledine,46.05,14.05,86,916,0
Gorenje Gradisce,45.76711,15.05848,86,264,0
Dobrije,46.55,14.98333,86,380,0
Presa,46.33028,15.725,86,245,0
Jurkloster,46.09167,15.33667,86,369,0
Krvavi Potok,45.62056,13.91028,86,458,0
Gomila,46.49535,15.82569,86,357,0
Studence,46.15172,15.07815,86,424,0
Raztez,46.00856,15.51412,86,276,0
Slatina,46.67345,15.57668,86,383,0
Pance,45.99537,14.66874,86,480,0
Goricica pri Moravcah,46.1387,14.68641,86,347,0
Okroglice,46.07415,15.25597,86,568,0
Podvrh,46.03317,15.36026,86,319,0
Gorenja Gomila,45.86156,15.28822,86,166,0
Straska Gorca,46.11422,15.48836,86,426,0
Rdeci Kal,45.85588,15.01621,86,392,0
Cresnova,46.39298,15.3925,86,668,0
Gradisce-K. O. Grad. In Polj.,45.98359,14.90973,86,558,0
Hrastje pri Mirni Peci,45.88259,15.09536,86,321,0
Zgornje Dobrenje,46.65402,15.64637,87,291,0
Veliko Ubeljsko,45.78,14.06627,87,715,0
Suhi Vrh,46.58333,14.9,87,915,0
Smrecno,46.45,15.5,87,855,0
Osilnica,45.52914,14.69838,87,298,0
Negastrn,46.15781,14.74609,87,443,0
Mali Cirnik pri Sentjanzu,45.98333,15.13333,87,291,0
Gorje,46.15528,13.98167,87,638,0
Drazica,45.91111,14.37611,87,307,0
Bela,46.23333,14.86667,87,810,0
Stopno,46.34056,15.70417,87,276,0
Sentpavel pri Domzalah,46.11501,14.6033,87,286,0
Volaka,46.13689,14.10994,87,586,0
Plavski Rovt,46.46533,14.02724,87,1030,0
Zgornja Javorsica,46.11699,14.69725,87,648,0
Gumberk,45.834,15.2424,87,181,0
Vrh pri Pahi,45.85856,15.20907,87,416,0
Gorenja Vas pri Mirni,45.95171,15.04003,87,373,0
Medvedjek,45.93005,14.91737,87,359,0
Konjsko,46.29491,15.27913,87,308,0
Zlogona Gora,46.39292,15.4668,87,446,0
Dolenja Vas pri Polici,45.99402,14.68996,87,497,0
Ardro pri Raki,45.93115,15.39485,87,258,0
Zagrad,45.93333,15.25,88,287,0
Visejec,45.81611,14.86444,88,386,0
Podgozd,45.79833,14.96583,88,202,0
Obrh pri Dragatusu,45.51667,15.16667,88,147,0
Laze,45.73611,14.07167,88,677,0
Krplivnik,46.81194,16.31972,88,258,0
Dobrava pri Konjicah,46.34867,15.41027,88,341,0
Bucerca,45.97542,15.51058,88,347,0
Poce,46.16595,13.988,88,1365,0
Krajno Brdo,46.17643,14.7626,88,597,0
Zadraga,46.31642,14.28976,88,470,0
Log pri Vrhovem,46.03358,15.21321,88,359,0
Zagrad,46.07427,15.10149,88,365,0
Stirpnik,46.1981,14.21558,88,664,0
Hrasce,45.79676,13.98847,88,282,0
Recica,45.57089,14.22435,88,400,0
Zvab,46.4671,16.11979,89,278,0
Skocjan,45.88481,14.63139,89,501,0
Sanabor,45.87389,13.98694,89,328,0
Rajnkovec,46.21667,15.63333,89,317,0
Pesje,45.93437,15.54687,89,147,0
Labinje,46.15,14,89,833,0
Crnotice,45.555,13.89611,89,403,0
Brezovica,45.6,14,89,543,0
Brezje pri Senusah,45.93333,15.43333,89,188,0
Pristava pri Leskovcu,45.88833,15.45472,89,155,0
Cudno Selo,45.5653,15.21916,89,179,0
Dobje,46.12032,14.17128,89,465,0
